pl_name,rastr,decstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef
OGLE-2017-BLG-1375L b,17h56m37.17s,-30d18m41.1s,4183.0,2910.0,-1150.0,0,13.16,9.17,-3.62,0,4.71,1.56,-1.0,0,0.85,0.59,-0.23,0.0,4070.0,1350.0,-860.0,0.0,,,,,2457969.645,0.028,-0.028,0.0,0.028,0.002,-0.002,0.0,103.03,7.93,-7.93,0.0,0.36,0.030000000000000002,-0.030000000000000002,0.0,1.2690000000000001,0.005,-0.005,0.0,148.1,11.5,-11.5,0.0,5.068,0.006,-0.006,0.0,22.1,0.02,-0.02,0.0,,,,,0.99,0.13,-0.13,0.0,3.56,0.45,-0.45,0.0,0
OGLE-2016-BLG-1195L b,17h55m23.50s,-30d12m26.1s,5.1,5.5,-2.85,0,0.016,0.017,-0.009000000000000001,0,1.98,1.04,-0.38,0,0.37,0.38,-0.21,0.0,7200.0,850.0,-1020.0,0.0,,,,,2457568.7713,0.002,-0.002,0.0,0.0512,0.0015,-0.0015,0.0,10.21,0.26,-0.26,0.0,,,,,0.9957,0.0073,-0.0073,0.0,0.42,0.065,-0.065,0.0,0.9645,0.0045000000000000005,-0.0045000000000000005,0.0,19.581,0.001,-0.001,0.0,,,,,0.261,0.02,-0.02,0.0,,,,,0
MOA-2016-BLG-319L b,17h54m58.13s,-29d45m01.67s,210.0,385.0,-110.0,0,0.65,1.21,-0.35000000000000003,0,1.09,0.19,-0.22,0,0.15,0.28,-0.08,0.0,6800.0,1200.0,-1400.0,0.0,,,,,2457552.742,0.012,-0.012,0.0,0.26,0.012,-0.012,0.0,8.69,0.26,-0.26,0.0,10.0,,,1.0,0.9450000000000001,0.008,-0.008,0.0,41.0,1.2,-1.2,0.0,4.645,0.006,-0.006,0.0,19.01,0.01,-0.01,0.0,,,,,0.107,,,0.0,,,,,0
MOA-2008-BLG-310L b,17h54m14.53s,-34d46m40.99s,23.4,17.0,-17.0,0,0.0736,0.053,-0.053,0,1.1,0.17,-0.17,0,0.21,0.14,-0.14,0.0,7700.0,1100.0,-1100.0,0.0,,,,,2454656.39,,,0.0,0.00326,,,0.0,10.22,,,0.0,,,,,0.93,,,0.0,3.29,,,0.0,1.9500000000000002,,,0.0,19.43,0.04,-0.04,0.0,,,,,0.29,0.05,-0.05,0.0,4.85,0.15,-0.15,0.0,1
OGLE-2017-BLG-1140L b,17h47m31.93s,-24d31m21.6s,505.0,110.0,-83.0,0,1.5899999999999999,0.35000000000000003,-0.26,0,1.02,0.15,-0.15,0,0.211,0.032,-0.025,0.0,,,,,8100.0,,,0.0,2457940.7701,0.0059,-0.0058000000000000005,0.0,-0.2392,0.0038,-0.0032,0.0,14.69,0.13,-0.11,0.0,27.0,2.4,-2.7,0.0,0.871,0.012,-0.013000000000000001,0.0,72.0,7.0,-6.0,0.0,-2.5388,0.0067,-0.0069,0.0,,,,,,,,,0.163,0.024,-0.019,0.0,4.04,0.6,-0.48000000000000004,0.0,1
MOA-2012-BLG-505L b,17h52m34.34s,-32d02m24.33s,6.7,10.61,-3.51,0,0.0211,0.0334,-0.011000000000000001,0,0.9,0.25,-0.21,0,0.1,0.16,-0.05,0.0,7210.0,1140.0,-1110.0,0.0,,,,,2456136.0557,0.0005,-0.0005,0.0,0.0074775,0.0008810000000000001,-0.0008810000000000001,0.0,10.0133,1.0035,-1.0035,0.0,2.7971,0.3714,-0.3714,0.0,0.8928,0.0477,-0.0477,0.0,2.052,0.5647,-0.5647,0.0,2.3794,0.0175,-0.0175,0.0,21.29,0.13,-0.13,0.0,,,,,0.122,0.025,-0.025,0.0,4.389,0.7198,-0.7198,0.0,0
KMT-2019-BLG-0842L b,17h53m50.03s,-29d52m38.78s,10.28,5.84,-5.28,0,0.03234,0.0184,-0.0166,0,3.31,1.38,-1.47,0,0.76,0.42,-0.39,0.0,3320.0,1220.0,-1390.0,0.0,8170.0,,,0.0,2458625.914,0.01,-0.01,0.0,0.0065650000000000005,0.000202,-0.000202,0.0,43.859,1.287,-1.287,0.0,0.42460000000000003,0.0966,-0.0966,0.0,0.983,0.013000000000000001,-0.013000000000000001,0.0,0.40900000000000003,0.026000000000000002,-0.027,0.0,0.146,0.067,-0.067,0.0,21.73,0.01,-0.01,0.0,,,,,1.01,0.2,-0.15,0.0,8.42,1.6800000000000002,-1.24,0.0,1
OGLE-2012-BLG-0563L b,18h05m57.72s,-27d42m43.2s,123.0,44.0,-73.0,0,0.39,0.14,-0.23,0,4.3,1.5,-2.5,0,0.34,0.12000000000000001,-0.2,0.0,1300.0,600.0,-800.0,0.0,9100.0,-1100.0,,0.0,2456069.02811,0.00027,-0.00027,0.0,0.001403,3.9e-05,-3.9e-05,0.0,77.7,2.1,-2.1,0.0,0.327,0.024,-0.026000000000000002,0.0,2.425,0.019,-0.019,0.0,10.85,0.39,-0.39,0.0,5.7841000000000005,0.0013,-0.0013,0.0,20.115,0.031,-0.031,0.0,,,,,1.3599999999999999,0.14,-0.12000000000000001,0.0,6.4,0.6,-0.5,0.0,0
OGLE-2018-BLG-0740L b,18h08m42.47s,-29d50m08.9s,1400.0,200.0,-200.0,0,4.5,0.6,-0.6,0,3.4,0.2,-0.2,0,1.0,0.1,-0.1,0.0,3200.0,500.0,-500.0,0.0,8000.0,,,0.0,2458254.242,0.032,-0.032,0.0,0.036000000000000004,0.003,-0.003,0.0,64.58,4.24,-4.24,0.0,0.4,,,1.0,0.86,0.01,-0.01,0.0,42.8,4.1,-4.1,0.0,2.517,0.009000000000000001,-0.009000000000000001,0.0,21.54,0.01,-0.01,0.0,17.13,,,0.0,1.24,0.15,-0.15,0.0,7.0,0.9,-0.9,0.0,0
MOA-2010-BLG-328L b,17h57m59.12s,-30d42m54.63s,9.2,2.2,-2.2,0,0.029,0.007,-0.007,0,0.92,0.16,-0.16,0,0.11,0.01,-0.01,0.0,810.0,100.0,-100.0,0.0,8000.0,300.0,-300.0,0.0,2455378.683,0.014,-0.014,0.0,-0.0721,0.0008,-0.0008,0.0,62.6,0.6,-0.6,0.0,0.93,0.1,-0.1,0.0,1.154,0.016,-0.016,0.0,2.6,0.53,-0.53,0.0,-0.2743,0.0087,-0.0087,0.0,19.49,,,0.0,,,,,0.98,0.12000000000000001,-0.12000000000000001,0.0,5.71,0.7000000000000001,-0.7000000000000001,0.0,1
KMT-2018-BLG-1292L b,17h33m42.62s,-33d31m14.41s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2458408.63,0.22,-0.22,0.0,0.269,0.006,-0.006,0.0,63.98,1.02,-1.02,0.0,5.501,0.612,-0.612,0.0,1.342,0.007,-0.007,0.0,30.75,2.25,-2.25,0.0,2.6109999999999998,0.007,-0.007,0.0,,,,,,,,,1.73,0.31,-0.31,0.0,10.8,1.9,-1.9,0.0,0
OGLE-2017-BLG-0173L b,17h51m52.95s,-29d16m16.9s,3.269,3.849,-2.015,0,0.01029,0.012110000000000001,-0.00634,0,3.9130000000000003,1.615,-1.649,0,0.396,0.39,-0.227,0.0,4705.0,1468.0,-1763.0,0.0,,,,,2457837.946,0.059000000000000004,-0.059000000000000004,0.0,0.867,0.043000000000000003,-0.043000000000000003,0.0,30.46,1.04,-1.04,0.0,10.024,0.512,-0.512,0.0,1.54,0.031,-0.031,0.0,0.2479,0.0242,-0.0242,0.0,1.332,0.004,-0.004,0.0,,,,,,,,,0.54,0.030000000000000002,-0.030000000000000002,0.0,6.5,0.4,-0.4,0.0,1
OGLE-2016-BLG-0613L AB b,17h57m02.50s,-28d06m58.2s,372.0,423.0,-240.0,0,1.17,1.33,-0.76,0,3.04,0.15,-0.13,0,0.63,0.72,-0.41000000000000003,0.0,2930.0,1590.0,-1440.0,0.0,,,,,2457489.92,0.039,-0.039,0.0,0.038,0.001,-0.001,0.0,52.01,0.1,-0.1,0.0,0.25,0.02,-0.02,0.0,0.677,0.004,-0.004,0.0,17.7,0.5,-0.5,0.0,1.8519999999999999,0.011000000000000001,-0.011000000000000001,0.0,21.96,0.01,-0.01,0.0,19.57,,,0.0,1.63,0.32,-0.32,0.0,11.5,2.2,-2.2,0.0,0
MOA-2011-BLG-291L b,17h55m28.29s,-29d10m14.4s,16.0,31.0,-11.0,0,0.05,0.098,-0.035,0,0.52,0.11,-0.11,0,0.13,0.25,-0.08,0.0,3500.0,600.0,-600.0,0.0,3800.0,600.0,-600.0,0.0,2455747.963,0.003,-0.003,0.0,-0.0072900000000000005,0.00027,-0.00027,0.0,23.5,0.7000000000000001,-0.7000000000000001,0.0,,,,,1.197,0.025,-0.025,0.0,3.8,0.7000000000000001,-0.7000000000000001,0.0,3.072,0.01,-0.01,0.0,20.747,0.035,-0.035,0.0,,,,,0.123,0.011000000000000001,-0.011000000000000001,0.0,1.92,0.16,-0.16,0.0,0
OGLE-2015-BLG-1670L b,17h52m38.11s,-28d33m06.9s,17.9,9.6,-8.8,0,0.0563,0.030000000000000002,-0.028,0,2.62,0.58,0.6,0,0.55,0.28,-0.28,0.0,6700.0,1000.0,-1300.0,0.0,8140.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.382,0.08700000000000001,-0.076,0.0,6.0,1.2,-1.2,0.0,1
KMT-2016-BLG-1397L b,18h10m39.51s,-24d51m27.86s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457506.3,0.1,-0.1,0.0,0.101,0.004,-0.004,0.0,37.1,0.4,-0.4,0.0,44.0,,,1.0,0.66,0.030000000000000002,-0.030000000000000002,0.0,250.0,40.0,-40.0,0.0,5.84,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,0
OGLE-2012-BLG-0026L c,17h34m18.70s,-27d08m33.9s,270.0,20.0,-20.0,0,0.86,0.060000000000000005,-0.060000000000000005,0,4.8,0.7000000000000001,-0.7000000000000001,0,1.06,0.05,-0.05,0.0,4019.0,380.0,-380.0,0.0,7390.0,1280.0,-1280.0,0.0,,,,,,,,,94.12,0.92,-0.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.04,-0.04,0.0,,,,,1
OGLE-2015-BLG-0954L b,18h00m44.24s,-28d39m39.2s,1100.0,1200.0,-510.0,0,3.4,3.7,-1.6,0,1.6,1.3,-0.7000000000000001,0,0.3,0.34,-0.14,0.0,1200.0,1100.0,-500.0,0.0,,,,,2457165.176,0.008,-0.008,0.0,0.0473,0.0017000000000000001,-0.0017000000000000001,0.0,39.4,1.2,-1.2,0.0,,,,,1.3529,0.003,-0.003,0.0,113.6,3.1,-3.1,0.0,1.4085,0.0039000000000000003,-0.0039000000000000003,0.0,21.037,0.032,-0.032,0.0,,,,,1.28,0.08,-0.08,0.0,11.8,0.8,-0.8,0.0,0
MOA-2009-BLG-387L b,17h53m50.79s,-33d59m25.0s,830.0,1300.0,-510.0,0,2.6,4.1,-1.6,0,1.8,0.9,-0.7000000000000001,0,0.19,0.3,-0.12000000000000001,0.0,5690.0,2180.0,-2190.0,0.0,,,,,2455042.366,0.015000000000000001,-0.015000000000000001,0.0,0.089,0.001,-0.001,0.0,40.1,0.5,-0.5,0.0,1.9500000000000002,0.030000000000000002,-0.030000000000000002,0.0,0.9134,0.0002,-0.0002,0.0,135.0,2.0,-2.0,0.0,4.3095,0.0025,-0.0025,0.0,,,,,,,,,0.31,0.030000000000000002,-0.030000000000000002,0.0,,,,,1
KMT-2016-BLG-0212L b,17h53m45.42s,-29d05m12.80s,5.8,8.6,-3.9,0,0.018000000000000002,0.027,-0.012,0,4.2,1.5,-1.4,0,0.36,0.37,-0.21,0.0,6200.0,1200.0,-1600.0,0.0,,,,,2457465.276,0.189,-0.189,0.0,0.619,0.018000000000000002,-0.018000000000000002,0.0,17.584,0.44,-0.44,0.0,1.874,0.43,-0.43,0.0,1.434,0.012,-0.012,0.0,0.484,0.11,-0.11,0.0,1.005,0.014,-0.014,0.0,19.59,0.07,-0.07,0.0,,,,,0.47000000000000003,0.16,-0.16,0.0,9.8,3.3,-3.3,0.0,0
KMT-2018-BLG-1292L b,17h33m42.62s,-33d31m14.41s,1570.0,391.0,-321.0,0,4.95,1.23,-1.01,0,6.5600000000000005,0.76,-0.93,0,1.25,0.27,-0.27,0.0,3840.0,560.0,-660.0,0.0,9000.0,,,0.0,2458407.93,0.2,-0.2,0.0,0.272,0.009000000000000001,-0.009000000000000001,0.0,61.96,1.75,-1.75,0.0,5.526,0.906,-0.906,0.0,1.344,0.01,-0.01,0.0,31.73,2.8200000000000003,-2.8200000000000003,0.0,2.593,0.017,-0.017,0.0,,,,,,,,,1.25,0.060000000000000005,-0.07,0.0,10.8,1.9,-1.9,0.0,0
OGLE-2006-BLG-109L c,17h52m34.51s,-30d05m16.0s,86.0,10.0,-10.0,0,0.27,0.030000000000000002,-0.030000000000000002,0,4.6,0.5,-0.5,0,0.5,0.05,-0.05,0.0,1490.0,130.0,-130.0,0.0,8000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
OGLE-2013-BLG-0132L b,17h59m03.51s,-28d25m15.7s,92.0,51.0,-41.0,0,0.29,0.16,-0.13,0,3.6,1.4,-1.2,0,0.54,0.3,-0.23,0.0,3900.0,1500.0,-1300.0,0.0,,,,,2456370.156,0.064,-0.064,0.0,0.184,0.005,-0.005,0.0,36.99,0.77,-0.77,0.0,1.0,0.1,-0.1,0.0,1.15,0.004,-0.004,0.0,5.15,0.28,-0.28,0.0,0.8210000000000001,0.008,-0.008,0.0,19.37,0.030000000000000002,-0.030000000000000002,0.0,,,,,0.81,0.12000000000000001,-0.12000000000000001,0.0,8.0,1.3,-1.3,0.0,1
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.0,2.0,-2.0,0,0.066,0.006,-0.006,0,2.7,,,0,0.38,0.04,-0.04,0.0,3300.0,,,0.0,8000.0,,,0.0,2457205.1937,0.0012000000000000001,-0.0012000000000000001,0.0,-0.01152,0.0001,-0.0001,0.0,57.7,0.4,-0.4,0.0,1.4060000000000001,0.013000000000000001,-0.013000000000000001,0.0,1.1147,0.0033,-0.0033,0.0,1.6800000000000002,0.05,-0.05,0.0,-0.88,0.002,-0.002,0.0,,,,,,,,,0.76,0.07,-0.07,0.0,4.8,0.5,-0.5,0.0,1
OGLE-2013-BLG-0102L b,17h52m07.08s,-31d41m26.1s,4100.0,600.0,-600.0,0,13.0,2.0,-2.0,0,0.8,0.08,-0.08,0,0.096,0.013000000000000001,-0.013000000000000001,0.0,3040.0,310.0,-310.0,0.0,,,,,2456406.18,0.2,-0.2,0.0,0.811,0.011000000000000001,-0.011000000000000001,0.0,37.6,0.4,-0.4,0.0,11.12,0.24000000000000002,-0.24000000000000002,0.0,0.607,0.004,-0.004,0.0,1300.0,70.0,-70.0,0.0,6.36,0.02,-0.02,0.0,,,,,,,,,0.43,0.04,-0.04,0.0,4.19,0.37,-0.37,0.0,1
MOA-2013-BLG-605L b,17h58m42.85s,-29d23m53.66s,21.77,5.31,3.34,0,0.0685,0.0167,0.0105,0,4.13,0.74,-0.48000000000000004,0,0.185,0.054,-0.034,0.0,3590.0,600.0,390.0,0.0,,,,,2456573.047,0.009000000000000001,-0.009000000000000001,0.0,-0.07797,0.00119,-0.00119,0.0,20.2,0.16,-0.16,0.0,3.89,0.13,-0.13,0.0,2.388,0.018000000000000002,-0.018000000000000002,0.0,3.526,0.17600000000000002,-0.17600000000000002,0.0,3.1269,0.0073,-0.0073,0.0,18.135,0.014,-0.014,0.0,18.552,0.02,-0.02,0.0,0.481,0.035,-0.035,0.0,8.48,0.63,-0.63,0.0,0
MOA-2011-BLG-293L b,17h55m39.35s,-28d28m36.65s,760.0,480.0,-300.0,0,2.4,1.5,-0.9,0,3.4,0.4,-0.4,0,0.43,0.27,-0.17,0.0,7150.0,750.0,-750.0,0.0,,,,,2455747.4931,0.0006000000000000001,-0.0006000000000000001,0.0,0.0033,0.0001,-0.0001,0.0,22.64,0.98,-0.98,0.0,1.57,0.07,-0.07,0.0,1.83,0.02,-0.02,0.0,51.0,2.0,-2.0,0.0,3.859,0.009000000000000001,-0.009000000000000001,0.0,,,,,17.77,,,-1.0,0.26,0.02,-0.02,0.0,4.3,0.3,-0.3,0.0,0
KMT-2017-BLG-1146L b,17h56m25.40s,-33d08m32.89s,270.0,240.0,-170.0,0,0.85,0.76,-0.52,0,1.7000000000000002,0.6,-0.6,0,0.4,0.34,-0.25,0.0,6600.0,1400.0,-1900.0,0.0,,,,,2457924.89,0.035,-0.132,0.0,0.28700000000000003,0.032,-0.017,0.0,25.443,1.2,-1.8,0.0,10.0,,,1.0,0.734,0.01,-0.017,0.0,20.0,6.0,-1.0,0.0,5.649,0.005,-0.036000000000000004,0.0,,,,,,,,,,,,,5.3,2.3,-1.9,0.0,0
KMT-2019-BLG-1953L b,17h56m27.90s,-28d12m04.00s,,,,0,,,,0,,,,0,,,,,,,,,8000.0,,,0.0,2458702.014,0.002,-0.002,0.0,0.00217,0.00015000000000000001,-0.00015000000000000001,0.0,16.08,0.26,-0.26,0.0,2.4,0.04,-0.04,0.0,0.47000000000000003,0.07,-0.07,0.0,13.2,13.0,-13.0,0.0,2.496,0.035,-0.035,0.0,20.68,0.01,-0.01,0.0,,,,,0.25,0.02,-0.02,0.0,5.7,0.46,-0.46,0.0,0
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.0,2.0,-2.0,0,0.066,0.006,-0.006,0,2.7,,,0,0.38,0.04,-0.04,0.0,3300.0,,,0.0,8000.0,,,0.0,2457205.1978,0.0012000000000000001,-0.0012000000000000001,0.0,0.01136,0.0001,-0.0001,0.0,57.7,0.4,-0.4,0.0,1.407,0.015000000000000001,-0.015000000000000001,0.0,0.9093,0.0026,-0.0026,0.0,1.7000000000000002,0.05,-0.05,0.0,0.883,0.002,-0.002,0.0,,,,,,,,,0.76,0.07,-0.07,0.0,4.8,0.5,-0.5,0.0,0
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.0,2.0,-2.0,0,0.066,0.006,-0.006,0,2.1,,,0,0.38,0.04,-0.04,0.0,2500.0,,,0.0,4500.0,,,0.0,2457205.1978,0.0012000000000000001,-0.0012000000000000001,0.0,0.01136,0.0001,-0.0001,0.0,57.7,0.4,-0.4,0.0,1.407,0.015000000000000001,-0.015000000000000001,0.0,0.9093,0.0026,-0.0026,0.0,1.7000000000000002,0.05,-0.05,0.0,0.883,0.002,-0.002,0.0,,,,,,,,,0.76,0.07,-0.07,0.0,4.8,0.5,-0.5,0.0,0
OGLE-2013-BLG-1721L b,17h52m30.37s,-30d17m33.7s,200.0,110.0,-99.0,0,0.64,0.35000000000000003,-0.31,0,2.6,0.5,-0.7000000000000001,0,0.46,0.26,-0.23,0.0,6300.0,1100.0,-1600.0,0.0,,,,,2456535.28,0.022000000000000002,-0.022000000000000002,0.0,0.060000000000000005,0.003,-0.003,0.0,27.98,0.65,-0.65,0.0,1.2,0.1,-0.1,0.0,0.964,0.002,-0.002,0.0,13.18,0.72,-0.72,0.0,-0.781,0.017,-0.017,0.0,21.27,0.04,-0.04,0.0,,,,,0.42,0.09,-0.09,0.0,5.5,1.2,-1.2,0.0,1
MOA-2010-BLG-477L b,18h06m07.44s,-31d27m16.1s,480.0,300.0,-100.0,0,1.5,0.8,-0.3,0,2.0,3.0,-1.0,0,0.67,0.33,-0.13,0.0,2300.0,600.0,-600.0,0.0,,,,,2455420.93773,,,0.0,-0.003372,,,0.0,46.57,,,0.0,0.5861000000000001,,,0.0,1.12385,,,0.0,22.075,,,0.0,3.68023,,,0.0,18.71,0.030000000000000002,-0.030000000000000002,0.0,,,,,1.38,0.11,-0.11,0.0,10.3,0.8,-0.8,0.0,0
OGLE-2012-BLG-0026L c,17h34m18.70s,-27d08m33.9s,220.0,32.0,-32.0,0,0.68,0.1,-0.1,0,4.63,0.37,-0.37,0,0.8200000000000001,0.13,-0.13,0.0,4080.0,300.0,-300.0,0.0,8130.0,,,0.0,2455991.52,0.01,-0.01,0.0,0.0092,0.0001,-0.0001,0.0,93.92,0.58,-0.58,0.0,1.72,0.01,-0.01,0.0,1.254,0.006,-0.006,0.0,7.84,0.21,-0.21,0.0,3.891,0.001,-0.001,0.0,,,,,,,,,0.91,0.09,-0.09,0.0,,,,,0
OGLE-2013-BLG-1761L b,17h53m38.28s,-28d53m42.98s,860.0,790.0,-480.0,0,2.7,2.5,-1.5,0,1.8,0.5,-0.5,0,0.33,0.32,-0.19,0.0,6900.0,1000.0,-1200.0,0.0,,,,,2456565.22,0.060000000000000005,-0.060000000000000005,0.0,0.0895,0.004,-0.004,0.0,38.7,1.2,-1.2,0.0,5.8,2.1,-2.1,0.0,0.9470000000000001,0.016,-0.016,0.0,70.0,20.0,-20.0,0.0,1.244,0.027,-0.027,0.0,19.42,0.05,-0.05,0.0,,,,,0.251,0.097,-0.097,0.0,2.55,1.0,-1.0,0.0,1
MOA-bin-29 b,17h57m30.23s,-29d44m11.63s,150.0,388.0,-99.0,0,0.48000000000000004,1.22,-0.31,0,0.37,0.08,-0.07,0,0.02,0.060000000000000005,-0.01,0.0,7230.0,1150.0,-1010.0,0.0,,,,,2453931.098,0.026000000000000002,-0.026000000000000002,0.0,0.04849,0.0069,-0.0069,0.0,3.1390000000000002,0.15,-0.15,0.0,12.33,1.2,-1.2,0.0,1.219,0.030000000000000002,-0.030000000000000002,0.0,203.8,63.0,-63.0,0.0,3.3689999999999998,0.073,-0.073,0.0,19.239,0.112,-0.112,0.0,,,,,0.041,0.007,-0.007,0.0,4.793,0.8230000000000001,-0.8230000000000001,0.0,0
KMT-2018-BLG-0748L b,17h51m29.88s,-30d38m47.00s,60.0,89.0,-32.0,0,0.19,0.28,-0.1,0,0.62,0.09,-0.09,0,0.08700000000000001,0.132,-0.047,0.0,7300.0,1100.0,-1100.0,0.0,,,,,2458371.901,0.004,-0.004,0.0,0.034,0.002,-0.002,0.0,4.38,0.15,-0.15,0.0,10.89,0.97,-0.97,0.0,0.9390000000000001,0.003,-0.003,0.0,20.3,1.5,-1.5,0.0,-0.023,0.008,-0.008,0.0,19.21,0.030000000000000002,-0.030000000000000002,0.0,,,,,0.111,0.01,-0.01,0.0,9.24,0.8,-0.8,0.0,1
OGLE-2005-BLG-071L b,17h50m09.77s,-34d40m23.5s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2453480.6919,0.0023,-0.0023,0.0,0.0225,0.0012000000000000001,-0.0012000000000000001,0.0,73.9,3.5,-3.5,0.0,,,,,0.758,0.001,-0.001,0.0,67.0,3.0,-3.0,0.0,4.791,0.001,-0.001,0.0,19.59,,,0.0,21.05,,,0.0,,,,,,,,,0
OGLE-2011-BLG-0173L b,17h57m15.78s,-28d14m01.9s,57.0,54.0,-32.0,0,0.18,0.17,-0.1,0,8.0,,,0,0.42,0.29,-0.22,0.0,6000.0,1300.0,-1700.0,0.0,,,,,2455689.19,0.043000000000000003,-0.043000000000000003,0.0,0.851,0.037,-0.037,0.0,29.19,0.8200000000000001,-0.8200000000000001,0.0,70.0,42.0,-42.0,0.0,4.63,0.13,-0.13,0.0,4.2,1.5,-1.5,0.0,2.9646,0.0072,-0.007,0.0,16.272,,,0.0,17.839,,,0.0,0.33,2.43,-0.24000000000000002,0.0,4.7,2.6,-1.9,0.0,0
OGLE-2013-BLG-0102L b,17h52m07.08s,-31d41m26.1s,4400.0,600.0,-600.0,0,14.0,2.0,-2.0,0,0.79,0.09,-0.09,0,0.091,0.015000000000000001,-0.015000000000000001,0.0,3150.0,370.0,-370.0,0.0,,,,,2456406.3,0.17,-0.17,0.0,0.812,0.008,-0.008,0.0,37.1,0.4,-0.4,0.0,11.71,0.33,-0.33,0.0,0.607,0.002,-0.002,0.0,1430.0,20.0,-20.0,0.0,-6.39,0.01,-0.01,0.0,,,,,,,,,0.41000000000000003,0.030000000000000002,-0.030000000000000002,0.0,4.06,0.34,-0.34,0.0,0
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,103.0,32.0,-23.0,0,0.323,0.1,-0.07100000000000001,0,0.6890000000000001,0.171,-0.10300000000000001,0,0.084,0.026000000000000002,-0.019,0.0,873.0,249.0,-165.0,0.0,,,,,2458230.466,0.024,-0.024,0.0,0.043000000000000003,0.002,-0.002,0.0,45.372,1.76,-1.76,0.0,1.423,0.15,-0.15,0.0,0.9600000000000001,0.007,-0.007,0.0,36.48,3.7,-3.7,0.0,2.488,0.017,-0.017,0.0,19.36,0.05,-0.05,0.0,,,,,,,,,,,,,0
MOA-2010-BLG-328L b,17h57m59.12s,-30d42m54.63s,109.0,38.0,58.0,0,0.343,0.12000000000000001,0.18,0,3.8,0.9,-1.5,0,0.64,0.22,-0.34,0.0,4600.0,1100.0,-1800.0,0.0,,,,,2455378.706,0.013000000000000001,-0.013000000000000001,0.0,-0.0741,0.0004,-0.0004,0.0,61.8,0.3,-0.3,0.0,1.35,0.01,-0.01,0.0,1.22,0.001,-0.001,0.0,5.16,0.060000000000000005,-0.060000000000000005,0.0,-0.2024,0.0004,-0.0004,0.0,,,,,20.49,0.11,-0.11,0.0,0.68,0.04,-0.04,0.0,4.03,0.26,-0.26,0.0,0
OGLE-2017-BLG-1375L b,17h56m37.17s,-30d18m41.1s,3283.0,1150.0,-976.0,0,10.33,3.61,-3.07,0,2.9699999999999998,0.92,-0.67,0,0.77,0.27,-0.23,0.0,3790.0,1180.0,-860.0,0.0,,,,,2457969.866,0.026000000000000002,-0.026000000000000002,0.0,0.034,0.001,-0.001,0.0,104.27,3.45,-3.45,0.0,0.33,0.02,-0.02,0.0,0.84,0.004,-0.004,0.0,127.6,5.4,-5.4,0.0,5.102,0.009000000000000001,-0.009000000000000001,0.0,22.1,0.02,-0.02,0.0,,,,,0.99,0.13,-0.13,0.0,3.56,0.45,-0.45,0.0,0
OGLE-2003-BLG-235L b,18h05m16.35s,-28d53m42.0s,830.0,300.0,-200.0,0,2.6,0.8,-0.6,0,4.3,2.5,-0.8,0,0.63,0.07,-0.09,0.0,5800.0,600.0,-700.0,0.0,8800.0,,,0.0,,,,,,,,,,,,,,,,,,,,,39.0,11.0,-7.0,0.0,,,,,19.63,0.060000000000000005,-0.060000000000000005,0.0,,,,,0.55,0.07,-0.07,0.0,3.3,0.4,-0.4,0.0,1
