pl_name,rastr,decstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef
UKIRT-2017-BLG-001L b,17h46m36.98s,-29d12m40.9s,407.0,120.0,-140.0,0,1.28,0.37,-0.44,0,4.18,0.9600000000000001,-0.88,0,0.81,0.21,-0.27,0.0,6300.0,1600.0,-2100.0,0.0,11200.0,3600.0,-2600.0,0.0,2457916.243,0.022000000000000002,-0.022000000000000002,0.0,0.0303,0.0036,-0.0026,0.0,101.0,8.2,-9.6,0.0,6.64,0.75,-0.56,0.0,1.0318,0.0032,-0.0045000000000000005,0.0,15.0,1.7000000000000002,-1.4,0.0,3.7036,0.0084,-0.0076,0.0,,,,,,,,,0.92,0.47000000000000003,-0.48000000000000004,0.0,2.34,0.84,-0.42,0.0,1
MOA-2010-BLG-477L b,18h06m07.44s,-31d27m16.1s,480.0,300.0,-100.0,0,1.5,0.8,-0.3,0,2.0,3.0,-1.0,0,0.67,0.33,-0.13,0.0,2300.0,600.0,-600.0,0.0,,,,,2455420.93915,,,0.0,0.003404,,,0.0,46.92,,,0.0,0.5764,,,0.0,1.1228,0.0006000000000000001,-0.0006000000000000001,0.0,21.81,0.04,-0.04,0.0,2.60087,,,0.0,18.71,0.030000000000000002,-0.030000000000000002,0.0,,,,,1.38,0.11,-0.11,0.0,10.3,0.8,-0.8,0.0,1
OGLE-2013-BLG-0341L B b,17h52m07.49s,-29d50m46.0s,1.6600000000000001,0.18,-0.18,0,0.00522,0.00057,-0.00057,0,0.7020000000000001,0.022000000000000002,-0.022000000000000002,0,0.11270000000000001,0.0089,-0.0089,0.0,911.0,70.0,-70.0,0.0,,,,,2456409.148,0.018000000000000002,-0.018000000000000002,0.0,0.0013,0.0008,-0.0008,0.0,32.26,0.16,-0.16,0.0,3.0543,0.0159,-0.0159,0.0,0.8150000000000001,0.003,-0.003,0.0,0.443,0.029,-0.029,0.0,0.199,0.0106,-0.0106,0.0,18.613,0.0066,-0.0066,0.0,,,,,,,,,,,,,1
KMT-2019-BLG-1953L b,17h56m27.90s,-28d12m04.00s,,,,0,,,,0,,,,0,,,,,,,,,8000.0,,,0.0,2458702.014,0.001,-0.001,0.0,0.00071,6e-05,-6e-05,0.0,16.01,0.25,-0.25,0.0,2.33,0.05,-0.05,0.0,2.08,0.25,-0.25,0.0,13.7,6.1,-6.1,0.0,2.4939999999999998,0.028,-0.028,0.0,20.68,0.01,-0.01,0.0,,,,,0.25,0.02,-0.02,0.0,5.7,0.46,-0.46,0.0,0
OGLE-2017-BLG-0406L b,17h55m59.92s,-29d51m47.3s,130.0,20.0,-20.0,0,0.41000000000000003,0.05,-0.05,0,3.5,0.3,-0.3,0,0.56,0.07,-0.07,0.0,5200.0,500.0,-500.0,0.0,8800.0,1200.0,-1200.0,0.0,2457908.813,0.001,-0.001,0.0,0.009281000000000001,0.00028000000000000003,-0.00028000000000000003,0.0,37.134,0.083,-0.083,0.0,5.852,0.025,-0.025,0.0,1.1280000000000001,0.001,-0.001,0.0,6.955,0.061,-0.061,0.0,0.993,0.001,-0.001,0.0,17.606,0.02,-0.02,0.0,,,,,0.593,0.012,-0.012,0.0,5.84,0.12000000000000001,-0.12000000000000001,0.0,1
OGLE-2016-BLG-0613L AB b,17h57m02.50s,-28d06m58.2s,1400.0,1230.0,-807.0,0,4.42,3.88,-2.54,0,3.9,1.46,-1.6600000000000001,0,0.66,0.58,-0.38,0.0,3840.0,1440.0,-1630.0,0.0,,,,,2457490.095,0.075,-0.075,0.0,0.038,0.002,-0.002,0.0,53.53,0.43,-0.43,0.0,0.32,0.030000000000000002,-0.030000000000000002,0.0,0.833,0.012,-0.012,0.0,63.9,4.9,-4.9,0.0,4.519,0.011000000000000001,-0.011000000000000001,0.0,21.96,0.02,-0.02,0.0,19.57,,,0.0,1.28,0.25,-0.25,0.0,8.7,1.72,-1.72,0.0,0
OGLE-2003-BLG-235L b,18h05m16.35s,-28d53m42.0s,480.0,30.0,-380.0,0,1.5,0.1,-1.2,0,3.0,0.1,-1.7000000000000002,0,0.36,0.030000000000000002,-0.28,0.0,5200.0,200.0,-2900.0,0.0,,,,,2452848.06,0.13,-0.13,0.0,0.133,0.003,-0.003,0.0,61.5,1.8,-1.8,0.0,0.9600000000000001,0.11,-0.11,0.0,1.12,0.007,-0.007,0.0,39.0,11.0,-7.0,0.0,3.906,0.024,-0.024,0.0,19.7,0.15,-0.15,0.0,20.7,0.4,-0.4,0.0,0.52,0.08,-0.08,0.0,,,,,0
MOA-2011-BLG-293L b,17h55m39.35s,-28d28m36.65s,760.0,480.0,-300.0,0,2.4,1.5,-0.9,0,1.0,0.1,-0.1,0,0.43,0.27,-0.17,0.0,7150.0,750.0,-750.0,0.0,,,,,2455747.4935,0.0006000000000000001,-0.0006000000000000001,0.0,0.0035,0.0002,-0.0002,0.0,21.75,0.9500000000000001,-0.9500000000000001,0.0,1.63,0.07,-0.07,0.0,0.548,0.005,-0.005,0.0,53.0,2.0,-2.0,0.0,3.862,0.009000000000000001,-0.009000000000000001,0.0,,,,,17.77,,,-1.0,0.26,0.02,-0.02,0.0,4.3,0.3,-0.3,0.0,0
MOA-2016-BLG-227L b,18h05m53.70s,-27d42m51.43s,890.0,700.0,-480.0,0,2.8,2.2,-1.5,0,1.3900000000000001,0.22,-0.22,0,0.29,0.23,-0.15,0.0,6500.0,1000.0,-1000.0,0.0,,,,,2457517.5078,0.007,-0.006,0.0,-0.0833,0.0008,-0.0016,0.0,17.03,0.08,-0.2,0.0,3.01,0.09,-0.05,0.0,0.9312,0.0004,-0.0009,0.0,92.8,2.0,-1.1,0.0,2.509,0.003,-0.004,0.0,19.54,0.02,-0.02,0.0,,,,,0.227,0.006,-0.009000000000000001,0.0,4.88,0.14,-0.17,0.0,1
OGLE-2015-BLG-1670L b,17h52m38.11s,-28d33m06.9s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457223.3454,0.0036,-0.0036,0.0,0.0047,0.0019,-0.0015,0.0,27.0,12.0,-7.5,0.0,2.23,0.86,-0.71,0.0,0.965,0.01,-0.01,0.0,1.5,0.86,-0.68,0.0,0.275,0.02,-0.024,0.0,22.51,0.4,-0.37,0.0,,,,,0.392,0.077,-0.062,0.0,5.4,1.1,-0.9,0.0,0
OGLE-2018-BLG-0596L b,17h56m13.33s,-29d11m56.7s,1.19,0.16,-0.16,0,0.0037400000000000003,0.0005,-0.0005,0,2.77,0.37,-0.37,0,0.154,0.019,-0.019,0.0,5950.0,770.0,-770.0,0.0,8690.0,1350.0,-1350.0,0.0,2458277.13,0.015000000000000001,-0.015000000000000001,0.0,0.28500000000000003,0.006,-0.006,0.0,28.889,0.107,-0.107,0.0,17.72,0.78,-0.78,0.0,1.811,0.015000000000000001,-0.015000000000000001,0.0,0.244,0.027,-0.027,0.0,2.9290000000000003,0.018000000000000002,-0.018000000000000002,0.0,17.19,0.01,-0.01,0.0,,,,,0.256,0.027,-0.027,0.0,3.24,0.33,-0.33,0.0,0
MOA-bin-29 b,17h57m30.23s,-29d44m11.63s,200.0,334.0,-110.0,0,0.63,1.05,-0.36,0,1.54,0.52,-0.45,0,0.1,0.16,-0.060000000000000005,0.0,6570.0,1230.0,-1310.0,0.0,,,,,2453931.08,0.009000000000000001,-0.009000000000000001,0.0,0.00893,0.0029000000000000002,-0.0029000000000000002,0.0,7.014,0.92,-0.92,0.0,2.71,0.97,-0.97,0.0,1.745,0.097,-0.097,0.0,61.4,21.0,-21.0,0.0,3.103,0.048,-0.048,0.0,20.428,0.28800000000000003,-0.28800000000000003,0.0,,,,,0.164,0.075,-0.075,0.0,8.552,4.077,-4.077,0.0,0
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.0,2.0,-2.0,0,0.066,0.006,-0.006,0,2.1,,,0,0.38,0.04,-0.04,0.0,2500.0,,,0.0,4500.0,,,0.0,2457205.1955,0.0013,-0.0013,0.0,-0.01157,0.0001,-0.0001,0.0,57.7,0.4,-0.4,0.0,1.4060000000000001,0.014,-0.014,0.0,1.1148,0.0033,-0.0033,0.0,1.6800000000000002,0.05,-0.05,0.0,-0.88,0.002,-0.002,0.0,,,,,,,,,0.76,0.07,-0.07,0.0,4.8,0.5,-0.5,0.0,0
MOA-2011-BLG-262L b,18h00m23.48s,-31d14m42.93s,17.0,28.0,-10.0,0,0.053,0.08800000000000001,-0.030000000000000002,0,0.9500000000000001,0.53,-0.19,0,0.11,0.21,-0.060000000000000005,0.0,7200.0,800.0,-800.0,0.0,,,,,2455739.1309,0.00030000000000000003,-0.00030000000000000003,0.0,0.0147,0.00058,-0.00058,0.0,3.858,0.013000000000000001,-0.013000000000000001,0.0,,,,,0.9263,0.0032,-0.0032,0.0,4.39,0.25,-0.25,0.0,1.8109000000000002,0.006,-0.006,0.0,19.937,0.041,-0.041,0.0,,,,,0.122,0.009000000000000001,-0.009000000000000001,0.0,11.6,0.9,-0.9,0.0,1
MOA-2009-BLG-266L b,17h48m05.95s,-35d00m19.5s,10.4,1.7000000000000002,-1.7000000000000002,0,0.0327,0.0053,-0.0053,0,3.2,1.9,-0.5,0,0.56,0.09,-0.09,0.0,3040.0,330.0,-330.0,0.0,8800.0,,,0.0,2455093.257,0.083,-0.083,0.0,0.1315,0.0008,-0.0008,0.0,61.47,0.4,-0.4,0.0,3.0543,0.0159,-0.0159,0.0,0.91434,0.00036,-0.00036,0.0,0.5630000000000001,0.025,-0.025,0.0,2.2692,0.0034000000000000002,-0.0034000000000000002,0.0,15.856,0.030000000000000002,-0.030000000000000002,0.0,,,,,0.98,0.04,-0.04,0.0,5.86,0.26,-0.26,0.0,1
OGLE-2012-BLG-0406L b,17h53m18.17s,-30d28m16.2s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2456141.19,0.060000000000000005,-0.060000000000000005,0.0,-0.497,0.002,-0.002,0.0,61.91,0.42,-0.42,0.0,12.07,0.23,-0.23,0.0,1.296,0.002,-0.002,0.0,68.2,1.9,-1.9,0.0,-0.81,0.005,-0.005,0.0,,,,,,,,,,,,,,,,,0
OGLE-2016-BLG-1195L b,17h55m23.5s,-30d12m26.1s,1.43,0.45,-0.32,0,0.0045000000000000005,0.0014,-0.001,0,1.16,0.16,-0.13,0,0.078,0.016,-0.012,0.0,3910.0,420.0,-460.0,0.0,,,,,2457568.7695,0.0013,-0.0013,0.0,-0.05284,0.00079,-0.00079,0.0,10.01,0.11,-0.11,0.0,2.87,0.35000000000000003,-0.41000000000000003,0.0,0.9834,0.007,-0.0072,0.0,0.549,0.078,-0.073,0.0,-0.9681000000000001,0.0022,-0.0022,0.0,18.99,0.02,-0.02,0.0,,,,,0.28600000000000003,0.053,-0.038,0.0,8.7,1.6,-1.2,0.0,0
MOA-2015-BLG-337L b,18h07m47.69s,-28d10m13.00s,33.7,129.0,-23.2,0,0.106,0.406,-0.073,0,0.24000000000000002,0.060000000000000005,-0.09,0,0.0094,0.0359,-0.006500000000000001,0.0,7100.0,1100.0,-1000.0,0.0,,,,,2457214.9243,0.0023,-0.0023,0.0,0.0567,0.0018,-0.0018,0.0,5.432,0.09,-0.09,0.0,26.3,2.3,-2.3,0.0,1.548,0.064,-0.064,0.0,109.0,12.0,-12.0,0.0,1.4449,0.0063,-0.0063,0.0,19.682,0.012,-0.012,0.0,,,,,0.024,0.003,-0.003,0.0,1.5899999999999999,0.18,-0.18,0.0,0
OGLE-2014-BLG-1722L c,17h55m00.57s,-31d28m08.6s,83.3,86.6,-51.3,0,0.262,0.272,-0.161,0,2.7,1.1,-1.0,0,0.39,0.36,-0.24000000000000002,0.0,6380.0,1290.0,-1930.0,0.0,,,,,2456900.219,0.012,-0.011000000000000001,0.0,-0.131,0.004,-0.003,0.0,23.909,0.801,-0.582,0.0,6.0,5.0,-4.0,0.0,1.3679999999999999,0.044000000000000004,-0.044000000000000004,0.0,7.098,1.8359999999999999,-1.855,0.0,2.209,0.036000000000000004,-0.036000000000000004,0.0,18.88,0.04,-0.04,0.0,,,,,,,,,,,,,0
OGLE-2018-BLG-0677L b,17h55m00.27s,-32d00m59.51s,3.96,5.88,-2.66,0,0.0125,0.0185,-0.0084,0,0.63,0.2,-0.17,0,0.12000000000000001,0.14,-0.08,0.0,7580.0,1150.0,-1350.0,0.0,8370.0,1060.0,-1070.0,0.0,2458229.544,0.002,-0.002,0.0,0.10200000000000001,0.003,-0.003,0.0,4.94,0.11,-0.11,0.0,12.09,0.13,-5.45,0.0,0.912,0.002,-0.054,0.0,0.7852,0.5515,-0.1486,0.0,-1.98,0.01,-0.01,0.0,,,,,,,,,,,,,7.02,2.48,-1.6800000000000002,0.0,1
KMT-2016-BLG-2142L b,17h52m26.88s,-29d23m04.42s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457612.25,0.060000000000000005,-0.060000000000000005,0.0,0.15,0.01,-0.01,0.0,6.08,0.25,-0.25,0.0,5.09,0.21,-0.21,0.0,1.21,0.02,-0.02,0.0,2090.0,110.0,-110.0,0.0,3.94,0.030000000000000002,-0.030000000000000002,0.0,3.9,0.02,-0.02,0.0,,,,,0.122,0.013000000000000001,-0.013000000000000001,0.0,8.622,0.934,-0.934,0.0,0
OGLE-2018-BLG-1011L b,17h56m03.36s,-29d04m58.4s,570.0,1100.0,-350.0,0,1.8,3.4,-1.1,0,0.8,0.9,-0.6,0,0.18,0.33,-0.1,0.0,7100.0,1100.0,-1500.0,0.0,8000.0,,,0.0,2458284.868,0.009000000000000001,-0.009000000000000001,0.0,0.047,0.001,-0.001,0.0,12.41,0.21,-0.21,0.0,11.29,0.76,-0.76,0.0,0.747,0.007,-0.007,0.0,97.3,3.0,-3.0,0.0,4.433,0.008,-0.008,0.0,19.93,0.01,-0.01,0.0,19.04,0.01,-0.01,0.0,0.09,0.01,-0.01,0.0,2.81,0.22,-0.22,0.0,0
KMT-2016-BLG-2364L b,17h42m51.76s,-27d26m08.02s,1250.0,1000.0,-690.0,0,3.93,3.16,-2.17,0,2.63,0.46,-0.65,0,0.5,0.4,-0.27,0.0,6440.0,1130.0,-1600.0,0.0,,,,,2457600.803,0.022000000000000002,-0.022000000000000002,0.0,0.028,0.002,-0.002,0.0,20.33,0.9600000000000001,-0.9600000000000001,0.0,0.003,,,1.0,1.169,0.008,-0.008,0.0,75.6,7.2,-7.2,0.0,3.026,0.01,-0.01,0.0,21.88,0.05,-0.05,0.0,,,,,0.18,,,-1.0,3.23,,,-1.0,1
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,41.0,9.0,-7.0,0,0.13,0.030000000000000002,-0.02,0,2.8,0.2,-0.5,0,0.63,0.04,-0.11,0.0,3200.0,400.0,-900.0,0.0,,,,,2456151.48,0.030000000000000002,-0.030000000000000002,0.0,-0.1,0.003,-0.003,0.0,68.5,1.6,-1.6,0.0,3.0,,,1.0,0.893,0.006,-0.006,0.0,1.9,0.5,-0.2,0.0,1.195,0.004,-0.007,0.0,19.3,0.030000000000000002,-0.030000000000000002,0.0,,,,,0.99,0.18,-0.060000000000000005,0.0,5.3,1.0,-0.3,0.0,0
TCP J05074264+2447555 b,05h07m42.64s,+24d47m55.5s,9.2,6.6,-6.6,0,0.029,0.021,-0.021,0,0.5,,,0,0.25,0.18,-0.18,0.0,380.0,,,0.0,750.0,50.0,-50.0,0.0,2458058.75,0.01,-0.01,0.0,-0.093,0.001,-0.001,0.0,26.4,0.9,-0.9,0.0,6.0,0.8,-0.8,0.0,0.935,0.004,-0.004,0.0,1.1,0.1,-0.1,0.0,1.625,0.007,-0.007,0.0,,,,,,,,,1.45,0.25,-0.25,0.0,,,,,1
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,700.0,600.0,-350.0,0,2.2,1.9,-1.1,0,3.5,1.1,-0.9,0,0.49,0.38,-0.25,0.0,7100.0,800.0,-2400.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,1.5,-0.9,0.0,1
OGLE-2018-BLG-1269L b,17h58m46.42s,-27d37m04.6s,240.0,160.0,-73.0,0,0.74,0.49,-0.23,0,4.75,1.74,-1.21,0,1.18,0.78,-0.36,0.0,2640.0,940.0,-640.0,0.0,,,,,2458343.895,0.029,-0.029,0.0,-0.14300000000000002,0.024,-0.024,0.0,69.597,1.172,-1.172,0.0,0.5941,0.013000000000000001,-0.013000000000000001,0.0,1.124,0.033,-0.033,0.0,5.957,0.23,-0.23,0.0,-1.891,0.068,-0.068,0.0,19.42,0.01,-0.01,0.0,,,,,1.6019999999999999,0.11800000000000001,-0.11800000000000001,0.0,8.29,0.61,-0.61,0.0,0
MOA-2016-BLG-227L b,18h05m53.70s,-27d42m51.43s,1500.0,380.0,-570.0,0,4.8,1.2,-1.8,0,1.49,0.22,-0.2,0,0.5,0.13,-0.18,0.0,6900.0,1000.0,-900.0,0.0,,,,,2457517.5078,0.007,-0.006,0.0,-0.0833,0.0008,-0.0016,0.0,17.03,0.08,-0.2,0.0,3.01,0.09,-0.05,0.0,0.9312,0.0004,-0.0009,0.0,92.8,2.0,-1.1,0.0,2.509,0.003,-0.004,0.0,19.54,0.02,-0.02,0.0,,,,,0.227,0.006,-0.009000000000000001,0.0,4.88,0.14,-0.17,0.0,0
OGLE-2016-BLG-1195L b,17h55m23.5s,-30d12m26.1s,1.43,0.45,-0.32,0,0.0045000000000000005,0.0014,-0.001,0,1.16,0.16,-0.13,0,0.078,0.016,-0.012,0.0,3910.0,420.0,-460.0,0.0,,,,,2457568.7693,0.0013,-0.0013,0.0,0.053200000000000004,0.00073,-0.00073,0.0,9.96,0.11,-0.11,0.0,2.9,0.34,-0.4,0.0,0.984,0.0068000000000000005,-0.007500000000000001,0.0,0.547,0.079,-0.07200000000000001,0.0,0.9684,0.0022,-0.0022,0.0,18.99,0.02,-0.02,0.0,,,,,0.28600000000000003,0.053,-0.038,0.0,8.7,1.6,-1.2,0.0,0
MOA-2011-BLG-291L b,17h55m28.29s,-29d10m14.4s,27.0,41.0,-17.0,0,0.085,0.13,-0.053,0,1.2,0.3,-0.3,0,0.22,0.32,-0.13,0.0,7000.0,1500.0,-1500.0,0.0,7900.0,1700.0,-1700.0,0.0,2455747.963,0.003,-0.003,0.0,-0.0072900000000000005,0.00027,-0.00027,0.0,23.5,0.7000000000000001,-0.7000000000000001,0.0,,,,,1.197,0.025,-0.025,0.0,3.8,0.7000000000000001,-0.7000000000000001,0.0,3.072,0.01,-0.01,0.0,20.747,0.035,-0.035,0.0,,,,,0.14,0.012,-0.012,0.0,2.13,0.19,-0.19,0.0,0
MOA-2011-BLG-291L b,17h55m28.29s,-29d10m14.4s,13.0,24.0,-7.0,0,0.041,0.076,-0.02,0,1.3,0.2,-0.2,0,0.11,0.28,-0.060000000000000005,0.0,8800.0,1500.0,-1500.0,0.0,10700.0,1500.0,-1500.0,0.0,2455747.963,0.003,-0.003,0.0,-0.0072900000000000005,0.00027,-0.00027,0.0,23.5,0.7000000000000001,-0.7000000000000001,0.0,,,,,1.197,0.025,-0.025,0.0,3.8,0.7000000000000001,-0.7000000000000001,0.0,3.072,0.01,-0.01,0.0,20.747,0.035,-0.035,0.0,,,,,0.124,0.011000000000000001,-0.011000000000000001,0.0,1.92,0.16,-0.16,0.0,0
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,106.0,32.0,-22.0,0,0.333,0.101,-0.068,0,0.6990000000000001,0.145,-0.107,0,0.076,0.023,-0.016,0.0,742.0,201.0,-138.0,0.0,,,,,2458230.4,0.027,-0.027,0.0,-0.037,0.002,-0.002,0.0,51.389,3.152,-3.152,0.0,1.246,0.155,-0.155,0.0,1.095,0.01,-0.01,0.0,41.85,4.85,-4.85,0.0,3.781,0.016,-0.016,0.0,19.36,0.05,-0.05,0.0,,,,,,,,,,,,,0
OGLE-2016-BLG-1190L b,17h58m52.30s,-27d36m48.8s,4253.0,310.0,-280.0,0,13.38,0.97,-0.89,0,2.04,2.1,-0.43,0,0.89,0.07,-0.060000000000000005,0.0,6740.0,80.0,-90.0,0.0,8700.0,,,0.0,2457582.154,0.007,-0.007,0.0,0.00018,2e-06,-2e-06,0.0,94.034,0.934,-0.934,0.0,0.908,0.045,-0.045,0.0,0.604,0.002,-0.002,0.0,144.0,1.9,-1.9,0.0,-0.039,0.005,-0.005,0.0,,,,,,,,,0.49,0.04,-0.04,0.0,,,,,0
OGLE-2011-BLG-0251L b,17h38m14.18s,-27d08m10.1s,140.0,57.0,-57.0,0,0.45,0.18,-0.18,0,1.5,0.5,-0.5,0,0.26,0.1,-0.1,0.0,2710.0,610.0,-610.0,0.0,,,,,2455781.509,0.004,-0.004,0.0,-0.056600000000000004,0.0004,-0.0004,0.0,63.74,0.41000000000000003,-0.41000000000000003,0.0,14.4,0.5,-0.5,0.0,0.775,0.01,-0.01,0.0,16.8,1.1,-1.1,0.0,-1.855,0.002,-0.002,0.0,15.99,0.030000000000000002,-0.030000000000000002,0.0,16.97,0.07,-0.07,0.0,0.71,0.26,-0.26,0.0,4.09,1.5,-1.5,0.0,0
OGLE-2017-BLG-1375L b,17h56m37.17s,-30d18m41.1s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457969.919,0.02,-0.02,0.0,0.035,0.002,-0.002,0.0,101.81,3.8200000000000003,-3.8200000000000003,0.0,0.36,0.02,-0.02,0.0,1.274,0.005,-0.005,0.0,153.0,6.3,-6.3,0.0,5.071,0.005,-0.005,0.0,22.1,0.02,-0.02,0.0,,,,,0.99,0.13,-0.13,0.0,3.56,0.45,-0.45,0.0,0
OGLE-2012-BLG-0724L b,17h55m52.39s,-29d49m6.7s,150.0,170.0,-83.0,0,0.47000000000000003,0.54,-0.26,0,1.6,0.4,-0.3,0,0.29,0.33,-0.16,0.0,6700.0,1100.0,-1200.0,0.0,,,,,2456071.0381,0.001,-0.001,0.0,0.008268,0.000611,-0.000611,0.0,13.4935,0.8639,-0.8639,0.0,1.3921999999999999,0.1338,-0.1338,0.0,1.099,0.0063,-0.0063,0.0,15.935,1.617,-1.617,0.0,1.5695999999999999,0.0123,-0.0123,0.0,21.89,0.07,-0.07,0.0,,,,,0.242,0.029,-0.029,0.0,6.55,0.9,-0.9,0.0,0
MOA-2015-BLG-337L b,18h07m47.69s,-28d10m13.00s,33.7,129.0,-23.2,0,0.106,0.406,-0.073,0,0.24000000000000002,0.060000000000000005,-0.09,0,0.0094,0.0359,-0.006500000000000001,0.0,7100.0,1100.0,-1000.0,0.0,,,,,2457214.9183,0.002,-0.002,0.0,0.047,0.0011,-0.0011,0.0,5.382,0.094,-0.094,0.0,22.3,3.0,-3.0,0.0,0.606,0.033,-0.033,0.0,108.0,14.0,-14.0,0.0,1.4445000000000001,0.0057,-0.0057,0.0,19.682,0.012,-0.012,0.0,,,,,0.028,0.004,-0.004,0.0,1.9,0.29,-0.29,0.0,1
MOA-bin-29 b,17h57m30.23s,-29d44m11.63s,180.0,331.0,-120.0,0,0.58,1.04,-0.37,0,0.27,0.08,-0.07,0,0.05,0.08,-0.030000000000000002,0.0,7070.0,1150.0,-1070.0,0.0,,,,,2453931.135,0.002,-0.002,0.0,0.012490000000000001,0.0032,-0.0032,0.0,5.183,0.86,-0.86,0.0,8.71,,,1.0,0.537,0.024,-0.024,0.0,117.0,24.0,-24.0,0.0,3.852,0.04,-0.04,0.0,20.091,0.269,-0.269,0.0,,,,,0.042,,,-1.0,2.807,,,-1.0,0
MOA-2015-BLG-337L b,18h07m47.69s,-28d10m13.00s,5720.0,9570.0,-3370.0,0,18.0,30.1,-10.6,0,3.3,1.2,-1.0,0,0.0729,0.1221,-0.0431,0.0,6300.0,1200.0,-1300.0,0.0,,,,,2457215.739,0.0021,-0.0021,0.0,0.043500000000000004,0.0013,-0.0013,0.0,6.104,0.099,-0.099,0.0,17.6,,,1.0,4.71,0.38,-0.38,0.0,2350.0,540.0,-540.0,0.0,0.5877,0.007500000000000001,-0.007500000000000001,0.0,19.682,0.012,-0.012,0.0,,,,,0.035,,,-1.0,2.11,,,-1.0,0
OGLE-2018-BLG-0740L b,18h08m42.47s,-29d50m08.9s,1200.0,700.0,-510.0,0,3.9,2.2,-1.6,0,3.3,1.3,-1.3,0,0.8300000000000001,0.47000000000000003,-0.33,0.0,4200.0,1600.0,-1600.0,0.0,8000.0,,,0.0,2458254.242,0.032,-0.032,0.0,0.036000000000000004,0.003,-0.003,0.0,64.58,4.24,-4.24,0.0,0.4,,,1.0,0.86,0.01,-0.01,0.0,42.8,4.1,-4.1,0.0,2.517,0.009000000000000001,-0.009000000000000001,0.0,21.54,0.01,-0.01,0.0,17.13,,,0.0,0.56,,,-1.0,2.9,,,-1.0,0
OGLE-2017-BLG-1140L b,17h47m31.93s,-24d31m21.6s,515.0,130.0,-92.0,0,1.62,0.41000000000000003,-0.29,0,1.02,0.15,-0.15,0,0.213,0.036000000000000004,-0.027,0.0,,,,,8100.0,,,0.0,2457940.7698,0.0059,-0.0059,0.0,0.2389,0.0034000000000000002,-0.004,0.0,14.7,0.14,-0.11,0.0,26.9,2.6,-3.4,0.0,0.87,0.014,-0.014,0.0,73.0,8.0,-7.0,0.0,2.539,0.0076,-0.0074,0.0,,,,,,,,,0.164,0.028,-0.02,0.0,4.07,0.6900000000000001,-0.5,0.0,0
OGLE-2018-BLG-1011L c,17h56m03.36s,-29d04m58.4s,890.0,1600.0,-540.0,0,2.8,5.1,-1.7000000000000002,0,0.8,0.9,-0.6,0,0.18,0.33,-0.1,0.0,7100.0,1100.0,-1500.0,0.0,8000.0,,,0.0,2458284.818,0.005,-0.005,0.0,0.049,0.001,-0.001,0.0,12.19,0.14,-0.14,0.0,11.26,0.72,-0.72,0.0,0.577,0.005,-0.005,0.0,152.4,5.9,-5.9,0.0,4.859,0.01,-0.01,0.0,19.93,0.01,-0.01,0.0,19.04,0.01,-0.01,0.0,0.09,0.01,-0.01,0.0,2.81,0.22,-0.22,0.0,0
MOA-2007-BLG-400L b,18h09m41.98s,-29d13m26.95s,260.0,160.0,-99.0,0,0.8300000000000001,0.49,-0.31,0,0.72,0.38,-0.16,0,0.3,0.19,-0.12000000000000001,0.0,5800.0,600.0,-800.0,0.0,,,,,2454354.58107,,,0.0,0.00025,,,0.0,14.41,,,0.0,0.00326,,,0.0,0.34,,,0.0,26.0,,,0.0,3.9629,,,0.0,,,,,,,,,,,,,,,,,0
