kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
7870250,1,,0.580755,1.51175e-05,131.715,0.00199638,0.7076,1.285,1.214,0.2767,65.24,10.94,10.66,0.8191,0.3096,2.19e+03,580,,,5991.00,88.00,4.50,0.24,,
7870282,1,,0.58074,1.4376e-05,131.731,0.00276194,0.6878,1.95,1.611,0.9083,81.2,13.96,9.21,0.7915,0.4883,1.92e+03,503,,,5446.00,96.00,4.54,0.26,,
7870306,1,,0.580736,1.22853e-05,131.727,0.00234482,0.9596,0.07278,1.263,0.5863,102.1,13.3,13.31,1.077,0.2061,1.84e+03,709,,,5209.00,76.00,4.52,0.36,,
7870390,1,,9.77047,2.24218e-05,136.63,0.00138152,0.2674,4.76,2.474,0.2518,2122,61.6,41.53,2.444,0.9463,496,10.3,,,4164.00,75.00,4.73,0.01,,
7820946,1,,366.67,0.0164089,306.485,0.0209281,0.4669,2.748,18.87,2.07,800.5,85.58,11.12,1.526,0.6728,147,2.94,,,4134.00,71.00,4.73,0.01,,
7820967,1,,372.845,0.015852,268.973,0.0202036,0.5628,1.898,19.48,2.134,646.7,61.26,12.59,2.323,0.7951,241,51.3,,,5843.00,114.00,4.54,0.22,,
7820967,2,,368.871,0.0156057,312.587,0.0193116,0.1929,21.77,15.71,3.089,595.8,62.09,10.68,2.149,2.032,242,51.4,,,5843.00,114.00,4.54,0.22,,
7820967,3,,383.85,0.0241221,288.113,0.027114,0.1055,80.59,15.49,5.32,494.4,69.46,8.645,1.952,3.621,239,50.8,,,5843.00,114.00,4.54,0.22,,
7831363,2,,2.81837,5.02921e-06,134.059,0.00096521,0.008246,188.1,1.56,0.1471,1434,64.33,39.56,4.658,1.443,1.47e+03,0.000874,,,6072.00,,4.31,,,
7832356,1,,7.88663,5.18743e-06,131.802,0.000426933,0.1651,0.3928,5.227,0.04922,6730,31.92,230.4,9.794,0.1605,963,0.000211,,,5604.00,,4.31,,,
7832566,1,,338.543,0.0212058,245.367,0.0282837,0.4989,5.246,16,3.435,777.3,127.8,6.82,2.107,2.044,208,77.3,,,5067.00,78.00,4.56,0.32,,
7832829,1,,2.68695,2.61657e-05,133.48,0.00453748,0.1175,52.14,4.455,1.081,56.84,5.604,10.77,0.747,1.048,1.31e+03,0.00426,,,5780.00,,4.44,,,
7841640,3,,0.858236,1.257e-05,131.892,0.00216028,0.01212,381.5,1.939,0.6816,48.4,5.974,13.51,1.047,0.8635,2.65e+03,562,,,6887.00,104.00,4.22,0.20,,
7841925,1,,14.164,4.20491e-05,140.587,0.00179658,0.434,3.16,4.262,0.382,735.5,13.8,53.54,2.523,1.046,703,163,,,5437.00,82.00,4.42,0.28,,
7841925,2,,0.840613,1.21824e-05,131.729,0.00191811,0.856,0.5677,1.116,0.1551,66.9,9.957,10.55,0.876,0.3659,1.8e+03,418,,,5437.00,82.00,4.42,0.28,,
7841925,3,,6.20913,6.93669e-05,136.881,0.00647012,0.6619,2.604,2.425,0.2358,116.1,13.39,9.246,1.05,0.7821,926,215,,,5437.00,82.00,4.42,0.28,,
7870390,2,,5.1698,1.34948e-05,136.442,0.00145232,0.3993,3.955,2.23,0.2397,1203,47.02,31.94,1.867,0.9777,613,12.7,,,4164.00,75.00,4.73,0.01,,
7870390,3,,20.0903,0.000100161,147.972,0.00303755,0.2931,5.64,3.592,0.4375,1582,75.15,25.35,2.112,1.07,390,8.07,,,4164.00,75.00,4.73,0.01,,
7871954,1,,1.93706,3.87443e-06,132.775,0.000732103,0.7363,0.851,1.476,0.08803,345.8,13.43,35.3,1.108,0.4049,865,18.3,,,4213.00,76.00,4.72,0.01,,
7871954,2,,7.06117,1.84484e-05,136.273,0.00146565,0.6899,1.142,1.092,0.1151,489.8,27.5,21.9,1.301,0.5329,562,11.9,,,4213.00,76.00,4.72,0.01,,
7954521,1,,4.5113,0.000102631,135.682,0.0121519,0.001297,3435,14.61,10.62,97.88,19.98,8.596,0.7422,0.8164,921,580,,,5389.00,84.00,4.61,0.41,,
7954607,1,,348.616,0.0233455,347.137,0.0293363,0.2673,20.37,15.16,3.992,532.5,79.82,7.927,2.423,2.79,281,51.4,,,6266.00,112.00,4.45,0.18,,
7955580,1,,55.674,0.000399525,136.542,0.00440553,0.01364,386.5,3.798,0.8724,878.9,51.93,15.66,2.083,3.13,370,202,,,4993.00,82.00,4.58,0.43,,
7955898,1,,3.26989,3.30274e-05,132.248,0.00404789,0.2836,8.291,11.88,6.363,205.1,24.15,8.371,5.771,2.372,3.15e+03,399,,,8762.00,175.00,3.66,0.17,,
7971960,1,,281.547,0.011243,311.821,0.0202958,0.5327,5.767,12.78,2.992,442.1,63.62,7.321,2.186,1.861,294,74.4,,,6176.00,140.00,4.47,0.21,,
7973867,1,,0.953372,1.52194e-05,131.805,0.0045775,0.5672,2.262,3.001,1.35,24.62,3.569,8.204,0.8831,0.2876,2.77e+03,538,,,7065.00,157.00,4.14,0.20,,
7973867,2,,0.953394,1.06647e-05,132.267,0.00338157,0.01127,384.6,3.599,3.653,34.36,3.692,12.87,1.008,0.7599,2.77e+03,538,,,7065.00,157.00,4.14,0.20,,
7974032,1,,0.504738,3.9237e-05,131.995,0.00628232,0.1,128.3,1.5,2.554,133.5,53.35,3.678,2.325,5.123,3.74e+03,684,,,7236.00,157.00,4.04,0.19,,
7984047,1,,77.6346,0.000189447,184.247,0.00147952,0.004811,43.67,4.065,0.187,1.89e+04,246.4,103.6,11.72,0.8435,334,0.000272,,,4650.00,,4.46,,,
7984250,1,,380.814,0.00993751,137.615,0.012469,0.2042,15.09,15.45,2.221,543.1,66.5,11.35,4.929,3.048,382,51,,,6430.00,121.00,3.95,0.17,,
7984574,1,,11.6193,7.40847e-05,142.116,0.00367176,0.9628,0.01878,2.373,0.2416,862.5,89.28,15.78,3.445,0.3645,777,121,,,5891.00,120.00,4.53,0.18,,
7984890,1,,1.14225,1.59224e-05,132.04,0.00354291,0.003139,2016,2.642,1.416,25.76,3.965,7.535,0.6429,0.7349,2.19e+03,460,,,6750.00,95.00,4.35,0.19,,
8012437,2,,4.07515,2.06156e-05,132.655,0.00238087,0.006131,362.7,6.063,0.3842,55.1,3.092,21.09,2.167,0.8321,2.46e+03,521,,,8333.00,208.00,3.85,0.25,,
8012437,3,,4.07503,2.32639e-05,131.992,0.00271826,0.4384,1.966,2.713,0.07528,40.26,3.065,15.84,1.889,0.3548,2.46e+03,521,,,8333.00,208.00,3.85,0.25,,
8012437,4,,0.814978,1.88039e-05,132.279,0.00412797,0.007005,1480,2.308,3.131,16.64,3.651,7.732,1.192,2.14,4.21e+03,891,,,8333.00,208.00,3.85,0.25,,
8012437,5,,4.07791,7.59002e-05,133.439,0.00527114,0.1065,34.14,9.423,2.831,45.65,4.64,12.56,1.974,1.245,2.46e+03,521,,,8333.00,208.00,3.85,0.25,,
8013419,1,,12.7326,7.10868e-06,138.741,0.00033682,0.3945,0.7479,2.023,0.107,7000,46.55,169.1,4.691,0.5374,482,8.53,,,4371.00,62.00,4.72,0.01,,
8013439,1,,5.62897,2.95587e-05,134.751,0.00294396,0.3454,2.734,3.878,0.07796,36.44,1.744,21.06,0.6059,0.1475,1.02e+03,0.00179,,,5780.00,,4.44,,,
8013439,2,,13.3916,8.39508e-05,133.053,0.00370407,0.1651,23.07,3.116,0.1235,49.96,2.934,17.1,0.7018,0.6201,767,0.0016,,,5780.00,,4.44,,,
8013439,3,,8.25622,4.96796e-05,137.931,0.00346531,0.3818,4.105,1.97,0.076,39.01,2.914,13.88,0.6302,0.2618,902,0.00181,,,5780.00,,4.44,,,
7974032,2,,0.504737,3.99208e-05,131.659,0.00696303,0.08179,183.7,1.504,3.009,128.6,54.77,3.704,2.281,5.87,3.74e+03,684,,,7236.00,157.00,4.04,0.19,,
8016222,1,,5.60742,0.000153367,133.228,0.0154024,0.3012,8.228,15.36,5.73,11.42,1.18,9.837,0.4379,0.2372,1.22e+03,299,,,6171.00,64.00,4.26,0.21,,
8016222,2,,5.52734,0.000183462,134.364,0.0191574,0.21,24.9,8.978,2.213,11.27,1.77,7.002,0.4329,0.4718,1.23e+03,300,,,6171.00,64.00,4.26,0.21,,
8016691,1,,18.1377,0.000265395,136.8,0.00971756,0.6106,3.991,3.429,0.6224,421.3,53.34,9.666,1.833,1.985,489,0.00238,,,4103.00,,4.39,,,
7985733,1,,0.544564,1.75118e-05,131.936,0.00193718,0.8081,0.4771,1.094,0.2292,18.95,3.865,8.508,0.4882,0.1269,2.23e+03,0.0239,,,5780.00,,4.44,,,
8017703,2,,247.354,0.00216257,364.159,0.00422921,0.3709,3.298,8.662,0.8389,1245,42.06,32.47,2.509,0.9991,225,33.3,,,5037.00,61.00,4.60,0.13,,
8017703,3,,44.0008,0.000281263,166.754,0.00375789,0.1089,32.11,5.109,0.6525,608.8,20.91,30.65,1.722,1.708,400,59.2,,,5037.00,61.00,4.60,0.13,,
8017834,1,,1.89178,0.000106289,132.978,0.0320547,0.9853,0.06617,3.898,1.044,621.7,73.95,11.7,8.858,8.86,3.79e+03,0.071,,,10954.00,,4.04,,,
8013289,1,,10.6493,0.000265031,140.137,0.0144611,0.4756,3.26,19.75,2.385,58.41,4.05,14.36,0.778,0.3518,828,0.00687,,,5780.00,,4.44,,,
8018769,1,,2.6549,2.58999e-05,132.265,0.00391633,0.01519,255.4,9.154,6.735,54.57,5.432,11.79,1.087,0.7937,1.72e+03,299,,,6456.00,65.00,4.20,0.17,,
8018769,2,,2.65523,2.89121e-05,133.635,0.0046473,0.1362,30.69,8.638,6.331,48.59,4.686,13.02,1.027,0.8254,1.72e+03,299,,,6456.00,65.00,4.20,0.17,,
8015907,1,,2.75236,2.2063e-06,132.725,0.000370681,0.424,1.561,1.995,0.07196,721.1,9.652,84.89,2.956,0.5434,1.36e+03,364,,,5669.00,105.00,4.32,0.26,,
8018827,1,,0.795811,1.99074e-06,132.063,0.00037707,0.1179,5.286,2.973,0.4352,33.34,0.8519,48.26,2.451,0.2282,5.48e+03,605,,,9412.00,183.00,3.66,0.15,,
8018827,2,,0.79582,1.7239e-06,131.657,0.000373859,0.06638,8.79,2.899,0.3695,35.83,0.7656,59.16,2.54,0.2206,5.48e+03,605,,,9412.00,183.00,3.66,0.15,,
8022039,1,,274.715,0.0185752,324.588,0.0394485,0.1048,180.9,12.4,7.444,323.5,68.63,7.534,1.498,6.473,255,43.7,,,5684.00,77.00,4.56,0.19,,
8017703,1,,13.9818,2.57328e-05,140.028,0.00110077,0.005393,338.7,2.935,0.2576,1041,15.92,68.11,2.25,1.156,586,86.8,,,5037.00,61.00,4.60,0.13,,
8022144,1,,0.620493,1.47246e-05,131.51,0.00223757,0.7475,0.9356,1.123,0.2158,30.85,5.401,9.837,0.6068,0.2176,2.14e+03,0.0169,,,5780.00,,4.44,,,
8022144,2,,0.620506,1.58461e-05,131.843,0.00355084,0.7663,0.9624,1.87,1.192,21.96,3.755,9.145,0.5132,0.2053,2.14e+03,0.0182,,,5780.00,,4.44,,,
8022244,1,,11.9035,5.26281e-05,142.631,0.00253702,0.007996,395.7,4.209,0.5512,646.3,19.58,33.33,2.399,1.564,804,164,,,6027.00,119.00,4.50,0.20,,
8018547,1,,83.9201,0.000178534,152.868,0.00127825,0.1022,1.173,6.991,0.137,8900,107.7,90.58,5.417,0.2253,271,5.08,,,4494.00,66.00,4.68,0.02,,
8022244,2,,34.0353,0.000260165,134.424,0.00461457,0.0006002,7215,6.536,1.296,719.3,107.1,27,2.53,2.258,566,116,,,6027.00,119.00,4.50,0.20,,
8022413,1,,365.283,0.0218011,308.957,0.0277743,0.01454,443.2,16.87,5.486,807.8,110.3,8.686,2.702,3.579,258,51.1,,,6048.00,135.00,4.50,0.20,,
8022489,1,,197.511,0.000585588,272.39,0.00141839,0.3048,0.8288,10.04,0.3036,2636,29.16,108.3,6.402,0.3767,359,63.5,,,5972.00,90.00,4.26,0.20,,
8022489,2,,2.53578,1.57054e-05,133.006,0.00286818,0.4897,2.189,3.806,0.2156,70.48,4.017,18.52,1.067,0.3135,1.53e+03,271,,,5972.00,90.00,4.26,0.20,,
8022718,1,,250.979,0.0138499,300.157,0.0244856,0.2481,58.87,8.873,5.769,515.5,99.31,6.457,2.325,7.154,308,59.1,,,6210.00,132.00,4.47,0.19,,
8025357,1,,3.75639,8.66295e-05,134.932,0.0135541,0.09344,94.57,11.99,16.63,147.5,12.84,11.16,1.202,2.419,1.17e+03,0.00901,,,5780.00,,4.44,,,
8025357,2,,3.7565,9.25408e-05,133.271,0.0138789,0.1948,55.23,10.07,12.15,147.2,12.97,10.71,1.205,3.045,1.17e+03,0.00963,,,5780.00,,4.44,,,
8025357,3,,3.75655,0.000142166,132.237,0.022578,0.3021,24.52,14.51,30.53,119.9,12.29,9.34,1.095,2.014,1.17e+03,0.0148,,,5780.00,,4.44,,,
8025596,1,,4.69499,4.00709e-05,133.944,0.00472592,0.8532,0.906,2.956,0.7521,273.7,22.68,13.1,1.74,0.9789,1.07e+03,223,,,5967.00,112.00,4.52,0.21,,
8026032,1,,383.525,0.0208913,287.316,0.0281126,0.1753,50.32,12.7,5.729,852.3,137.8,6.798,2.06,5.062,197,68.4,,,5148.00,101.00,4.62,0.28,,
8026752,1,,4.28683,1.21542e-05,134.331,0.00150689,0.2666,7.233,4.004,0.2375,566.2,13.95,48.06,2.445,1.004,1.2e+03,241,,,6216.00,107.00,4.47,0.19,,
8026887,1,,1.9236,3.00842e-05,131.518,0.00666789,0.7721,1.13,6.596,6.423,47.5,3.646,13.38,0.7898,0.3196,1.6e+03,298,,,6272.00,79.00,4.45,0.16,,
8027456,1,,0.573656,1.35518e-05,131.771,0.00247791,0.01075,538.3,1.943,2.139,13.75,2.349,8.919,1.122,1.045,5.14e+03,0.0405,,,8732.00,,3.77,,,
8027456,2,,0.57364,1.32447e-05,132.07,0.00271491,0.3602,4.823,2.192,1.227,12.94,2.094,9.938,1.101,0.3609,5.14e+03,0.0396,,,8732.00,,3.77,,,
8027591,1,,24.2769,0.000282572,138.052,0.00710211,0.1899,9.707,15.28,0.257,78.52,7.659,10.65,0.8799,0.375,629,0.00244,,,5780.00,,4.44,,,
8027902,1,,1.79605,2.15427e-05,131.59,0.00468432,0.2775,8.47,5.737,2.638,25.62,2.971,9.238,0.7346,0.3221,2.08e+03,524,,,7118.00,118.00,4.28,0.21,,
8028158,1,,0.542038,9.82948e-06,131.858,0.00160137,0.8416,0.9105,1.246,0.3687,608.9,48.86,14.17,2.498,1.388,2.12e+03,487,,,5794.00,104.00,4.53,0.23,,
8028158,2,,0.542184,1.75188e-05,131.699,0.00224309,0.5128,3.722,1.149,0.1534,558,66.73,13.27,2.166,1.24,2.12e+03,487,,,5794.00,104.00,4.53,0.23,,
8028158,3,,0.542079,1.14979e-05,131.99,0.00181115,0.8041,1.488,1.155,0.3092,538.7,54.13,13.84,2.305,1.665,2.12e+03,487,,,5794.00,104.00,4.53,0.23,,
8029197,1,,2.1529,2.44565e-05,132.372,0.00579581,0.9933,0.007556,2.238,0.1869,34.37,4.415,12.36,1.127,0.3204,1.64e+03,309,,,5937.00,78.00,4.22,0.21,,
8038558,1,,364.831,0.0142513,187.587,0.018944,0.3117,11.56,15.14,3.531,845.5,98.78,9.72,2.967,2.367,270,63.5,,,6187.00,126.00,4.47,0.20,,
8038609,1,,1.41676,1.6283e-05,131.941,0.0052948,0.6005,4.96,4.082,3.627,125.7,12.51,10.62,6.367,5.609,4.37e+03,179,,,7801.00,197.00,3.37,0.05,,
8038609,2,,1.41677,2.03379e-05,132.764,0.00643468,0.09584,111.8,3.717,4.072,115.9,14.93,8.791,5.866,11.92,4.37e+03,179,,,7801.00,197.00,3.37,0.05,,
8038679,1,,0.533092,1.87651e-05,131.647,0.0034239,0.2159,28.25,1.933,2.793,27.42,6.125,6.817,1.077,1.249,3.78e+03,710,,,7395.00,205.00,4.03,0.20,,
8043638,1,,17.5876,3.31902e-05,140.901,0.00114037,0.1592,6.791,4.327,0.312,1422,19.41,84.83,3.67,0.9697,684,198,,,5520.00,119.00,4.38,0.29,,
8043721,1,,0.779637,1.38139e-05,131.681,0.00369407,0.003027,2871,2.049,1.85,81.68,13.5,8.101,0.7513,1.472,1.8e+03,406,,,5678.00,117.00,4.57,0.23,,
8043882,1,,0.779669,1.24281e-05,131.656,0.00286988,0.3918,7.435,2.286,1.24,85.02,12.44,11,1.051,0.8422,2.03e+03,0.0108,,,5646.00,,4.36,,,
8043968,1,,0.779683,8.01887e-06,131.65,0.00301019,0.01565,294.2,3.897,7.35,86.3,6.392,15.97,0.7871,0.8026,1.83e+03,463,,,5742.00,110.00,4.56,0.23,,
8029546,2,,0.624035,2.27757e-05,131.586,0.0043254,0.6409,3.797,1.276,0.5254,79.57,22.99,6.625,2.347,1.817,3.89e+03,1.24e+03,,,7342.00,205.00,3.89,0.27,,
8029546,3,,1.24805,2.15431e-05,132.6,0.00598764,0.0006383,1.59e+04,3.642,4.839,83.52,357.6,10.18,2.28,4.293,3.08e+03,988,,,7342.00,205.00,3.89,0.27,,
8029708,1,,0.62719,3.32468e-05,131.745,0.000968517,0.5368,2.925,1.223,0.1777,3679,1238,11.86,4.537,2.799,1.66e+03,0.0293,,,5226.00,,4.68,,,
8029708,2,,0.62719,4.26855e-05,132.053,0.00187724,0.1,57.13,1.5,0.1042,2430,1094,7.13,3.517,5.474,1.66e+03,0.0377,,,5226.00,,4.68,,,
8029546,1,,1.2481,1.19944e-05,131.761,0.00393642,0.01407,444.5,5.105,8.473,119.1,9.303,14.06,2.722,3.159,3.08e+03,988,,,7342.00,205.00,3.89,0.27,,
8038679,2,,0.533042,2.79017e-05,131.556,0.00711736,0.8284,1.074,1.981,3.797,53.05,16.91,11.93,1.655,0.8341,3.78e+03,710,,,7395.00,205.00,4.03,0.20,,
8038865,1,,180.433,0.00661464,189.853,0.0187091,0.3766,9.572,17.31,2.45,259.8,27.71,10.39,1.755,1.433,355,46.3,,,6264.00,81.00,4.43,0.11,,
8039892,1,,5.00732,2.14124e-06,133.375,0.0002388,0.5254,0.05401,4.314,0.03308,7659,24.35,346.9,8.02,0.0719,1.02e+03,214,,,5868.00,104.00,4.54,0.21,,
8044016,1,,4.09551,3.76189e-05,133.185,0.00478145,0.0061,718.6,5.258,0.4057,71.37,6.744,11.71,1.041,0.8435,1.39e+03,343,,,6620.00,126.00,4.36,0.20,,
8044016,2,,0.779636,9.76581e-06,131.689,0.00227164,0.4403,3.692,1.879,0.4279,41.69,5.092,11.21,0.813,0.302,2.42e+03,597,,,6620.00,126.00,4.36,0.20,,
8044016,3,,4.09592,7.1614e-05,132.416,0.00922828,0.1775,33.85,7.217,2.001,49.98,6.907,8.541,0.8733,0.9967,1.39e+03,343,,,6620.00,126.00,4.36,0.20,,
8044075,1,,1.0449,1.67407e-05,132.192,0.004327,0.877,0.6411,2.413,2.047,21.14,3.276,7.953,0.5358,0.271,1.8e+03,0.00959,,,5780.00,,4.44,,,
8029708,3,,0.627146,0.000125818,131.647,0.00255978,0.1,72.34,1.5,0.2138,2040,2686,5.496,3.223,6.667,1.66e+03,0.111,,,5226.00,,4.68,,,
8030148,1,,5.66067,6.60464e-06,131.755,0.000657167,0.07657,11.84,4.508,0.137,659.8,5.839,120.4,3.499,0.6704,1.23e+03,195,,,5956.00,99.00,4.18,0.20,,
8030339,1,,0.652448,5.55165e-06,132.051,0.000925995,0.9705,0.01237,1.239,0.03206,512.3,39.65,23.6,2.962,0.278,1.92e+03,0.00545,,,5421.00,,4.49,,,
8036119,1,,411.254,0.0267725,355.544,0.0354097,0.734,1.073,16.58,3.263,755.4,134.8,5.995,2.476,0.977,210,0.00457,,,5428.00,,4.59,,,
8039925,1,,20.2587,0.00054676,141.443,0.0161677,0.02966,184.4,15.95,0.4444,66.74,8.135,9.629,1.095,1.105,851,217,,,6607.00,122.00,4.28,0.21,,
8040463,1,,369.154,0.0120493,233.788,0.0170622,0.3944,26.32,11.08,4.649,291.2,43.25,7.528,1.799,4.327,274,60.4,,,6221.00,103.00,4.45,0.20,,
8041216,1,,8.50832,1.58422e-05,134.786,0.00108886,0.008637,266.5,3.415,0.3108,635.6,11.46,60.42,2.221,1.11,850,183,,,5828.00,105.00,4.53,0.22,,
8041335,1,,0.77974,1.07668e-05,131.685,0.00215337,0.7253,0.5931,2.247,0.5777,26.98,3.632,10.24,0.5598,0.1182,1.98e+03,0.00911,,,5780.00,,4.44,,,
8044075,2,,3.1344,3.05465e-05,132.693,0.00479094,0.8157,0.9574,2.948,0.2105,41.88,4.616,9.819,0.7246,0.3666,1.25e+03,0.00405,,,5780.00,,4.44,,,
8044600,1,,4.10822,5.56864e-05,134.919,0.00814275,0.05133,266,3.609,0.9818,436.6,55.5,9.822,1.611,5.375,961,0.00434,,,5512.00,,4.65,,,
8044608,1,,106.173,0,234.646,0,0.1,0,7.5,0,1.683e+05,0,,40.4,0,453,85.6,,,6095.00,111.00,4.26,0.20,,
8044608,2,,106.176,4.13303e-05,218.817,0.00022454,0.8771,0.003804,9.084,0.01535,2.556e+04,41.83,994,25.13,0.2392,453,85.6,,,6095.00,111.00,4.26,0.20,,
8036287,1,,1.44448,5.58635e-06,132.795,0.000846115,0.9382,0.2091,0.9768,0.2638,208.8,16.61,19.27,3.226,1.164,1.94e+03,118,,,5197.00,90.00,3.92,0.06,,
8036315,1,,1.40936,2.02918e-05,132.064,0.0067427,0.0008829,1.04e+04,5.728,14.43,43.29,42.47,11.59,0.6508,1.349,1.63e+03,0.0078,,,5780.00,,4.44,,,
8036315,2,,1.40929,2.91567e-05,132.779,0.009199,0.002025,5699,6.029,21.19,43.19,10.47,9.889,0.65,1.693,1.63e+03,0.0112,,,5780.00,,4.44,,,
8036426,1,,1.53304,2.38767e-05,132.329,0.00614084,0.1087,65.95,5.215,7.442,8.314,0.9742,9.126,0.5702,0.6932,2.92e+03,667,,,8495.00,209.00,4.13,0.22,,
8041335,2,,0.778869,1.01696e-05,132.264,0.00261651,0.3749,4.705,3.019,1.798,29.4,3.455,10.97,0.5459,0.2545,1.98e+03,0.00862,,,5780.00,,4.44,,,
8041335,3,,0.777915,1.24054e-05,131.871,0.00349396,0.2162,21.42,2.721,2.774,40.28,6.682,8.678,0.6317,0.6928,1.98e+03,0.0105,,,5780.00,,4.44,,,
8042004,1,,3.89962,0.000126337,135.212,0.0170861,0.5644,2.293,12.25,5.596,15.48,2.154,7.124,0.4063,0.1753,1.16e+03,0.0125,,,5780.00,,4.44,,,
8042044,1,,1.76663,1.37595e-05,131.853,0.00196485,0.1136,26.39,6.015,3.058,234,23.16,11.5,2.363,1.274,2.11e+03,487,,,6889.00,147.00,4.20,0.21,,
8045482,1,,1.86303,1.88281e-05,133.227,0.00380096,0.1193,42.94,3.338,0.8485,32.09,4.344,8.578,0.7605,0.7421,1.87e+03,325,,,6544.00,91.00,4.27,0.16,,
8045482,2,,0.931535,1.43149e-05,131.844,0.00376464,0.4816,2.628,2.879,0.9702,20,3.213,7.949,0.6148,0.1921,2.36e+03,409,,,6544.00,91.00,4.27,0.16,,
8046010,1,,0.575947,1.41945e-05,132.069,0.00172026,0.6631,1.975,1.054,0.1247,340.2,54.75,10.72,3.584,1.451,3.5e+03,713,,,7367.00,200.00,4.11,0.20,,
8046010,2,,0.575946,1.39827e-05,131.961,0.00118662,0.2837,8.054,1.136,0.09055,515,72.7,16.82,4.221,1.842,3.5e+03,713,,,7367.00,200.00,4.11,0.20,,
8036681,1,,357.382,0.0108475,170.721,0.0134261,0.7581,1.953,9.928,1.497,119.2,20.35,6.373,1.732,1.111,335,53.4,,,6455.00,47.00,4.20,0.14,,
8037145,1,,12.7597,3.53606e-05,132.032,0.0016555,0.5215,1.942,3.564,0.3164,897.3,21.12,44.34,2.392,0.8932,646,382,,,5168.00,83.00,4.53,0.44,,
8037145,2,,25.7519,0.000114124,136.449,0.00253006,0.4655,4.647,2.783,0.4203,775.9,33.2,24.82,2.204,1.636,511,303,,,5168.00,83.00,4.53,0.44,,
8037145,3,,5.43306,2.68329e-05,132.94,0.00273466,0.08624,43.13,2.408,0.1768,264.7,15.69,17.88,1.248,1.252,859,508,,,5168.00,83.00,4.53,0.44,,
8042044,2,,0.994224,1.28416e-05,132.01,0.00225978,0.1845,15.51,3.049,1.236,218.3,28.61,9.513,2.288,1.199,2.56e+03,590,,,6889.00,147.00,4.20,0.21,,
8042453,1,,11.1738,9.77861e-05,134.71,0.00507273,0.4159,13.42,3.295,0.7671,340.1,22.04,15.6,1.689,2.425,790,150,,,5901.00,113.00,4.53,0.20,,
8042789,1,,4.61839,9.49293e-06,135.839,0.00113706,0.6262,1.62,2.371,0.3365,1117,26.28,47.51,2.698,1.113,922,175,,,5418.00,103.00,4.61,0.18,,
8042789,2,,4.61832,3.18532e-05,133.545,0.0037024,0.1858,25.51,3.025,0.3297,343.2,22.4,16.94,1.411,1.705,922,175,,,5418.00,103.00,4.61,0.18,,
8046010,3,,0.575948,1.60317e-05,131.845,0.00128013,0.5831,2.298,0.9735,0.06546,467.9,77.58,14.5,4.15,1.481,3.5e+03,713,,,7367.00,200.00,4.11,0.20,,
8046010,4,,0.575954,1.25804e-05,131.604,0.00215677,0.2962,13.5,1.403,0.476,291.4,44.13,11.42,3.171,2.422,3.5e+03,713,,,7367.00,200.00,4.11,0.20,,
8046010,5,,0.57593,0,131.728,0,0.1,0,1.5,0,330.2,0,,3.349,0,3.5e+03,713,,,7367.00,200.00,4.11,0.20,,
8046659,1,,31.5691,3.54953e-05,158.3,0.000689871,0.3131,2.968,2.013,0.2549,4132,55.99,94.37,6.391,1.53,572,118,,,5634.00,102.00,4.39,0.24,,
8037316,1,,370.509,0.0163232,234.626,0.020144,0.235,12.49,16.83,3.134,1103,132.4,8.36,2.238,1.952,192,4.2,,,5048.00,67.00,4.65,0.03,,
8037693,1,,349.673,0.0190894,388.533,0.0256715,0.09968,114.3,16.09,4.507,195.1,29.97,7.254,1.484,3.369,282,56.5,,,6207.00,101.00,4.42,0.18,,
8037926,1,,183.879,0.00663281,211.417,0.0190861,0.2367,20.28,15.5,3.542,550,62.86,9.179,2.417,2.429,343,69.7,,,6221.00,132.00,4.46,0.19,,
8038025,1,,297.799,0.0168648,409.952,0.0209253,0.02674,407.4,17.06,2.969,96.57,16.84,6.355,1.323,2.965,327,63.4,,,6009.00,83.00,4.20,0.21,,
8042835,1,,2.3879,3.33783e-05,133.181,0.00643337,0.4056,7.158,6.297,2.81,50.43,5.432,9.755,0.9169,0.5685,1.72e+03,408,,,6769.00,127.00,4.35,0.20,,
8043052,1,,2.2446,6.07881e-07,133.464,9.37362e-05,0.9002,0.005645,1.691,0.01258,8260,54.53,261.5,9.402,0.1529,1.21e+03,361,,,5275.00,68.00,4.49,0.32,,
8043052,2,,1.12231,1.51413e-06,132.338,0.000221787,0.7509,0.311,1.249,0.08505,1879,39.54,70.06,3.965,0.5497,1.52e+03,455,,,5275.00,68.00,4.49,0.32,,
8043299,1,,0.9574,1.05768e-05,132.311,0.00270193,0.6099,0.7713,4.111,1.515,12.89,1.385,11.15,1.495,0.2217,4.35e+03,383,,,7864.00,202.00,3.61,0.13,,
7918652,1,,11.4553,0.000198644,136.328,0.00999929,0.6243,3.142,4.773,0.3338,60.13,6.541,9.61,1.036,0.6747,946,191,,,6032.00,86.00,4.25,0.22,,
