star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,decstr,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc
HIP 85667 A,HIP 85667 A,HD 158614 A,GJ 678 A,2MASS J17302380-0103459 A,1,0,1,1,0,0,0,17h30m23.87s,-01d03m45.0s,16.34,0.17,-0.16,5.310,0.010,G,0.720,0.010,G,G6V,1.900,0.110,B-V
HIP 85810,HIP 85810,HD 159222,GJ 679,2MASS J17320102+3416158,1,0,0,0,0,0,0,17h32m01.16s,+34d16m15.6s,23.92,0.24,-0.24,6.520,0.020,VT,0.640,0.000,G,G5V,1.270,0.040,V-K
HIP 86032,HIP 86032,HD 159561,GJ 681,2MASS J17345606+1233361,1,1,1,0,0,0,0,17h34m56.00s,+12d33m38.1s,14.90,0.30,-0.29,2.080,0.000,G,0.160,0.000,G,A5III,26.870,0.040,V-K
HIP 86036 A,HIP 86036 A,HD 160269,GJ 684 A,2MASS J17345954+6152290 A,1,0,0,0,0,0,0,17h34m59.25s,+61d52m33.0s,14.19,0.14,-0.14,5.230,0.000,G,0.600,0.000,G,G0V,1.450,0.100,B-V
HIP 86057,HIP 86057,,GJ 680,2MASS J17351362-4840510,1,0,0,0,0,0,0,17h35m13.54s,-48d40m55.1s,9.72,0.30,-0.28,10.130,0.010,Koen,1.550,0.010,Koen,K5,0.030,0.110,V-K
GJ 685,HIP 86087,,GJ 685,2MASS J17353445+6140540,1,0,0,0,0,0,1,17h35m34.16s,+61d40m58.1s,14.10,0.14,-0.14,9.980,0.020,G,1.460,0.020,G,M1,0.060,0.100,V-K
HIP 86141,HIP 86141,HD 160964,GJ 689,2MASS J17361334+7152426,1,0,0,0,0,0,0,17h36m13.19s,+71d52m42.4s,19.39,0.20,-0.19,8.550,0.030,VT,1.090,0.010,G,K5,0.190,0.060,V-K
GJ 687,HIP 86162,,GJ 687,2MASS J17362594+6820220,1,0,0,0,0,0,2,17h36m26.41s,+68d20m32.0s,4.54,,,9.150,0.010,G,1.510,0.010,G,M3.0V,0.020,0.090,V-K
HIP 86201,HIP 86201,HD 160922,GJ 4017,2MASS J17365709+6845282,1,1,0,0,0,0,0,17h36m57.09s,+68d45m25.9s,23.16,,,4.770,0.020,VT,0.430,0.010,G,F5V,5.610,0.100,B-V
GJ 682,HIP 86214,,GJ 682,2MASS J17370367-4419088,1,0,0,0,0,0,2,17h37m04.24s,-44d19m01.0s,5.05,0.05,-0.05,10.940,0.000,G,1.660,0.010,G,M4.0,0.010,0.090,V-K
HIP 86221 A,HIP 86221 A,,GJ 9595 A,2MASS J17371077+2753470 A,1,0,0,0,0,0,0,17h37m10.83s,+27d53m45.1s,29.49,3.64,-2.92,9.250,0.010,G,1.160,0.020,G,M0,0.280,0.280,V-K
HIP 86282 A,HIP 86282 A,,GJ 686.1 A,2MASS J17374872+2257202,1,0,0,0,0,0,0,17h37m48.80s,+22d57m21.4s,22.16,1.41,-1.25,9.930,0.060,VT,1.360,0.020,G,M0...,0.110,0.220,B-V
Gl 686,HIP 86287,,GJ 686,2MASS J17375330+1835295,1,0,0,0,0,0,1,17h37m52.78s,+18d35m21.5s,8.09,0.08,-0.08,9.580,0.010,Koen,1.530,0.010,Koen,M1,0.030,0.100,V-K
HIP 86340,HIP 86340,,GJ 690 A,2MASS J17383412+7119561,1,0,0,0,0,0,0,17h38m34.33s,+71d19m53.6s,24.98,0.51,-0.49,9.140,0.040,VT,1.120,0.030,G,M0,0.190,0.090,V-K
HIP 86400,HIP 86400,HD 160346,GJ 688,2MASS J17391691+0333190,1,0,0,0,0,0,0,17h39m17.02s,+03d33m19.7s,11.00,0.11,-0.11,6.530,0.000,G,0.960,0.010,G,K2V,0.340,0.100,B-V
HIP 86423,HIP 86423,,GJ 4018 A,2MASS J17393070+2745438,1,0,0,0,0,0,0,17h39m30.70s,+27d45m45.8s,24.97,1.59,-1.41,11.290,0.280,VT,1.460,0.280,BVT-Red,M0.5,0.060,0.510,V-K
HIP 86456,HIP 86456,HD 161284,GJ 9599,2MASS J17395569+6500057,1,0,0,0,0,0,0,17h39m55.72s,+65d00m05.0s,26.34,0.54,-0.52,8.390,0.030,VT,0.930,0.020,G,K0,0.340,0.120,B-V
HIP 86486,HIP 86486,HD 160032,GJ 686.2,2MASS J17402381-4924560,1,1,0,0,0,0,0,17h40m23.73s,-49d24m54.6s,21.45,0.22,-0.21,4.750,0.020,VT,0.400,0.020,BVT-G-Blue,F2V,4.860,0.110,B-V
HIP 86489,HIP 86489,,,2MASS J17402668-4351579,1,0,0,0,0,0,0,17h40m26.74s,-43d51m57.0s,24.80,20.29,-7.70,10.670,,Hp-VI-red,,,,K2III,0.070,,V-K
HIP 86614,HIP 86614,HD 162003,GJ 694.1 A,2MASS J17415635+7208561,1,1,0,0,0,0,0,17h41m56.31s,+72d08m58.2s,22.84,0.23,-0.23,4.550,0.020,VT,0.430,0.020,BVT-Blue,F5IV-V,6.720,0.070,V-K
psi 1 Dra B,HIP 86620,HD 162004,GJ 694.1 B,2MASS J17415811+7209251,1,0,0,0,0,0,1,17h41m58.04s,+72d09m27.3s,23.06,0.23,-0.23,5.810,0.000,G,0.530,0.000,G,G0V,2.190,0.030,V-K
HIP 86707 A,HIP 86707 A,,GJ 4024,2MASS J17430081+0547215 A,1,0,0,0,0,0,0,17h43m00.67s,+05d47m22.1s,19.96,1.05,-0.95,10.670,0.010,Koen,1.510,0.010,Koen,M2,0.070,0.260,V-K
HIP 86722,HIP 86722,HD 161198,GJ 692.1,2MASS J17431564+2136333,1,0,0,0,0,0,0,17h43m15.72s,+21d36m38.6s,22.65,0.46,-0.44,7.510,0.000,G,0.750,0.010,G,K0V,0.520,0.050,V-K
HIP 86736,HIP 86736,HD 160915,GJ 692,2MASS J17432580-2140593,1,1,0,0,1,0,0,17h43m25.85s,-21d40m59.1s,17.65,,,4.860,0.020,VT,0.470,0.020,G,F6/7V,3.020,0.100,B-V
HIP 86742,HIP 86742,HD 161096,,2MASS J17432835+0434022,1,1,0,0,0,0,0,17h43m28.38s,+04d34m00.9s,25.09,,,2.750,0.020,VT,1.190,0.020,BVT-G-Red,K2III,63.860,0.060,V-K
HIP 86776,HIP 86776,,GJ 694,2MASS J17435595+4322441,1,0,0,0,0,0,0,17h43m55.95s,+43d22m48.3s,9.48,0.10,-0.09,10.490,0.010,G,1.530,0.020,G,M3,0.030,0.100,V-K
HD 160691,HIP 86796,HD 160691,GJ 691,2MASS J17440870-5150027,1,1,1,0,0,1,4,17h44m08.72s,-51d50m00.9s,15.51,,,5.120,0.020,VT,0.690,0.020,G,G3IV/V,2.010,0.100,B-V
HIP 86916,HIP 86916,,GJ 694.2,2MASS J17453354+4651194,1,0,0,0,0,0,0,17h45m33.57s,+46d51m19.3s,21.49,0.44,-0.42,10.860,0.190,VT,1.230,0.190,BVT-Red,M1,0.070,0.310,V-K
HIP 86961,HIP 86961,,GJ 2130 A,2MASS J17461275-3206088,1,0,0,0,0,0,0,17h46m12.66s,-32d06m10.0s,14.64,28.42,-5.82,10.490,0.010,Koen,1.470,0.010,Koen,M2V:,0.010,2.370,V-K
HIP 86963,HIP 86963,,GJ 2130 B,2MASS J17461442-3206081,1,0,0,0,0,0,0,17h46m14.47s,-32d06m06.0s,13.13,3.92,-2.46,11.390,0.000,G,1.440,0.010,G,M2V:,0.030,0.590,V-K
HIP 86974,HIP 86974,HD 161797,GJ 695 A,2MASS J17462752+2743142,1,1,1,1,0,1,0,17h46m27.72s,+27d43m21.0s,8.31,,,3.410,0.020,VT,0.750,0.020,G,G5IV,2.780,0.060,V-K
HIP 86990,HIP 86990,,GJ 693,2MASS J17463427-5719081,1,0,0,0,0,0,0,17h46m35.44s,-57d18m56.7s,5.84,0.06,-0.06,10.780,0.010,Koen,1.640,0.010,Koen,M3.0V,0.010,0.090,V-K
HIP 87116,HIP 87116,HD 161612,GJ 695.1,2MASS J17475757-3401070,1,0,0,0,0,0,0,17h47m57.69s,-34d01m03.0s,26.16,0.53,-0.51,7.180,0.020,VT,0.740,0.020,BVT-Red,G6/8V,0.850,0.070,V-K
HIP 87322,HIP 87322,HD 162283,GJ 696,2MASS J17503403-0603009,1,0,0,0,0,0,0,17h50m34.05s,-06d02m59.9s,21.79,1.15,-1.04,10.150,0.010,Koen,1.430,0.010,Koen,K5,0.100,0.120,V-K
HD 162020,HIP 87330,HD 162020,,2MASS J17503835-4019060,1,0,0,0,0,1,1,17h50m38.34s,-40d19m05.8s,29.43,1.23,-1.13,9.120,0.040,VT,0.990,0.040,BVT-Red,K2V:,0.250,0.140,V-K
HIP 87464,HIP 87464,HD 162598,,2MASS J17521661-0733376,1,0,0,0,0,0,0,17h52m16.74s,-07d33m40.6s,29.99,1.58,-1.43,9.940,0.000,G,1.150,0.000,G,K5V,0.160,0.120,V-K
HIP 87579,HIP 87579,,GJ 697,2MASS J17532994+2119311,1,0,0,0,0,0,0,17h53m29.98s,+21d19m30.5s,24.35,0.75,-0.71,8.500,0.010,G,0.940,0.010,G,K0,0.270,0.060,V-K
HIP 87607,HIP 87607,,,2MASS J17534855-4417223,1,0,0,0,0,0,0,17h53m48.67s,-44d17m21.0s,29.56,2.57,-2.19,11.190,0.010,G,1.350,0.020,G,M0,0.060,0.200,V-K
HIP 87745,HIP 87745,,GJ 697.1,2MASS J17552478+0345162,1,0,0,0,0,0,0,17h55m24.83s,+03d45m16.0s,26.23,1.38,-1.25,10.220,0.120,VT,1.460,0.040,G,M0,0.110,0.270,V-K
HIP 87768 A,HIP 87768 A,,GJ 698,2MASS J17554489+1830012,1,0,0,0,0,0,0,17h55m44.93s,+18d30m01.8s,25.04,1.32,-1.19,9.150,0.010,Koen,1.200,0.010,Koen,K5,0.210,0.130,V-K
HIP 87773,HIP 87773,,,2MASS J17555004+3325146,1,0,0,0,0,0,0,17h55m50.03s,+33d25m16.4s,25.39,1.06,-0.98,10.160,0.010,G,1.190,0.020,G,K7,0.090,0.150,B-V
HIP 87784,HIP 87784,,,2MASS J17555511-7031375,1,0,0,0,0,0,0,17h55m55.08s,-70d31m37.4s,24.21,6.05,-4.04,10.510,0.100,VT,1.020,0.100,BVT-Red,K2III,0.050,0.600,V-K
HIP 87895,HIP 87895,HD 163840,GJ 4039 A,2MASS J17571433+2359451 A,1,0,0,0,0,0,0,17h57m14.34s,+23d59m44.6s,28.25,0.58,-0.55,6.320,0.020,VT,0.640,0.010,G,G2V,2.150,0.060,V-K
HIP 87937,HIP 87937,,GJ 699,2MASS J17574849+0441405,1,0,0,0,0,0,0,17h57m48.97s,+04d40m05.8s,1.83,,,9.510,0.010,Koen,1.730,0.010,Koen,M3.5V,0.000,0.090,V-K
HIP 87938,HIP 87938,,GJ 4040,2MASS J17575096+4635182,1,0,0,0,0,0,0,17h57m50.98s,+46d35m14.1s,14.09,0.44,-0.41,11.790,0.010,G,1.560,0.020,G,M:,0.020,0.110,V-K
HIP 88175,HIP 88175,HD 164259,GJ 699.2,2MASS J18002899-0341250,1,1,0,0,1,0,0,18h00m28.92s,-03d41m24.6s,23.55,0.24,-0.23,4.620,0.020,VT-G,0.370,0.020,BVT-G-Blue,F2IV,6.610,0.060,V-K
HD 164595,HIP 88194,HD 164595,,2MASS J18003890+2934188,1,0,0,0,0,0,1,18h00m38.99s,+29d34m17.4s,28.36,0.29,-0.28,7.070,0.000,G,0.640,0.010,G,G2V,1.090,0.040,V-K
HD 164922,HIP 88348,HD 164922,GJ 700.2,2MASS J18023085+2618471,1,0,0,0,0,1,3,18h02m30.61s,+26d18m52.1s,22.12,0.22,-0.22,7.010,0.000,G,0.800,0.010,G,K0V,0.760,0.040,V-K
HIP 88499,HIP 88499,,GJ 4041,2MASS J18041758+3557259,1,0,0,0,0,0,0,18h04m17.53s,+35d57m28.1s,21.16,0.88,-0.81,10.830,0.010,G,1.480,0.020,G,M2,0.060,0.130,V-K
HIP 88574,HIP 88574,HD 165222,GJ 701,2MASS J18050755-0301523,1,0,0,0,0,0,0,18h05m07.25s,-03d01m49.8s,7.76,0.08,-0.08,9.360,0.010,Koen,1.520,0.010,Koen,K4/5V,0.040,0.100,V-K
HIP 88601 A,HIP 88601 A,HD 165341,GJ 702 A,2MASS J18052735+0229585 A,1,1,1,1,0,0,0,18h05m27.21s,+02d30m08.8s,5.10,0.05,-0.05,4.030,0.010,G,0.860,0.010,G,K0V,0.680,0.050,V-K
HIP 88622,HIP 88622,HD 165401,GJ 702.2,2MASS J18053746+0439255,1,0,0,0,0,0,0,18h05m37.47s,+04d39m28.6s,23.91,0.24,-0.24,6.790,0.010,Koen,0.610,0.010,Koen,G2V,0.980,0.050,V-K
HIP 88635,HIP 88635,HD 165135,,2MASS J18054848-3025265,1,1,0,0,0,0,0,18h05m48.52s,-30d25m25.1s,29.70,0.30,-0.29,2.950,0.020,VT-G,1.020,0.020,BVT-G-Red,K0III,66.220,0.060,V-K
HIP 88694,HIP 88694,HD 165185,GJ 702.1,2MASS J18062370-3601113,1,0,0,0,0,0,0,18h06m23.64s,-36d01m11.3s,17.55,0.18,-0.17,5.940,0.020,VT,0.620,0.010,G,G3V,1.150,0.060,V-K
HIP 88745 A,HIP 88745 A,HD 165908,GJ 704 A,2MASS J18070158+3033434 A,1,0,1,0,0,0,0,18h07m01.61s,+30d33m42.7s,15.64,0.16,-0.15,5.070,0.020,VT,0.500,0.020,BVT-Red,F7V,2.050,0.060,V-K
HIP 88771,HIP 88771,HD 165777,GJ 9615 A,2MASS J18072099+0933497,1,1,0,0,0,0,0,18h07m21.02s,+09d33m49.2s,26.63,0.27,-0.26,3.700,0.020,VT,0.140,0.020,BVT-Blue,A4IVs,20.100,0.060,V-K
HIP 88945,HIP 88945,HD 166435,,2MASS J18092137+2957059,1,0,0,0,0,0,0,18h09m21.33s,+29d57m05.6s,24.82,0.25,-0.25,6.830,0.020,VT,0.630,0.020,BVT-Red,G0,1.020,0.060,V-K
HIP 88961,HIP 88961,HD 166184,,2MASS J18093223-0019376,1,0,0,0,0,0,0,18h09m32.20s,-00d19m37.6s,29.94,0.93,-0.87,8.980,0.040,VT,1.020,0.020,G,K3/4V,0.280,0.120,V-K
HIP 88962,HIP 88962,,GJ 4042,2MASS J18093326-1202199,1,0,0,0,0,0,0,18h09m33.22s,-12d02m18.2s,27.56,2.07,-1.80,10.480,0.230,VT,1.370,0.000,G,K7V,0.110,0.460,V-K
HIP 88972,HIP 88972,HD 166620,GJ 706,2MASS J18093745+3827288,1,0,0,1,0,0,0,18h09m37.65s,+38d27m32.1s,11.02,,,6.380,0.020,VT,0.880,0.010,G,K2V,0.360,0.040,V-K
HIP 88976,HIP 88976,,,2MASS J18094071+3152124,1,0,0,0,0,0,0,18h09m40.68s,+31d52m11.1s,21.46,1.62,-1.40,11.430,0.360,VT,1.480,0.360,BVT-Red,,0.040,0.630,V-K
HIP 89042,HIP 89042,HD 165499,GJ 705.1,2MASS J18102614-6200078,1,0,0,1,0,0,0,18h10m26.26s,-62d00m10.0s,17.61,0.18,-0.17,5.470,0.000,G,0.590,0.010,G,G1V,1.780,0.060,V-K
HIP 89087,HIP 89087,,GJ 4043,2MASS J18105626+4958162,1,0,0,0,0,0,0,18h10m56.28s,+49d58m18.0s,26.80,0.83,-0.78,10.020,0.080,VT,1.270,0.020,G,K7,0.130,0.160,V-K
HIP 89211,HIP 89211,HD 166348,GJ 707,2MASS J18122138-4326411,1,0,0,0,0,0,0,18h12m21.29s,-43d26m37.8s,13.10,0.13,-0.13,8.380,0.010,G,1.300,0.020,G,M0V,0.130,0.050,V-K
HIP 89348,HIP 89348,HD 168151,GJ 708.1,2MASS J18135382+6423502,1,0,0,0,0,0,0,18h13m53.36s,+64d23m49.9s,22.92,,,4.990,0.020,VT,0.430,0.020,BVT-Blue,F5V,4.530,0.060,V-K
HIP 89449,HIP 89449,HD 348282,GJ 708,2MASS J18151828+1829599,1,0,0,0,0,0,0,18h15m18.26s,+18d29m59.5s,29.37,1.55,-1.40,10.060,0.010,G,1.320,0.020,G,M1,0.150,0.130,V-K
HIP 89474,HIP 89474,HD 168009,GJ 708.4,2MASS J18153245+4512333,1,0,0,0,0,0,0,18h15m32.53s,+45d12m34.5s,22.82,0.23,-0.23,6.300,0.020,VT,0.630,0.020,BVT-Red,G2V,1.410,0.060,V-K
HIP 89490,HIP 89490,HD 348274,GJ 4046,2MASS J18154360+1856199,1,0,0,0,0,0,0,18h15m43.61s,+18d56m23.3s,22.72,1.45,-1.29,10.820,0.010,Koen,1.510,0.010,Koen,M2,0.070,0.160,V-K
HIP 89517,HIP 89517,,GJ 708.2,2MASS J18160224+1354480,1,0,0,0,0,0,0,18h16m02.19s,+13d54m52.6s,18.18,0.56,-0.53,10.180,0.000,G,1.400,0.010,G,M0,0.070,0.080,V-K
HIP 89560,HIP 89560,,GJ 709,2MASS J18163109+4533276,1,0,0,0,0,0,0,18h16m31.10s,+45d33m25.3s,16.95,0.35,-0.33,10.310,0.020,G,1.430,0.030,G,M0,0.060,0.110,V-K
HIP 89805,HIP 89805,HD 167425,,2MASS J18194014-6353117,1,0,0,0,0,0,0,18h19m40.08s,-63d53m09.2s,23.05,0.23,-0.23,6.170,0.000,G,0.580,0.000,G,G0/1V,1.600,0.100,B-V
HIP 89825,HIP 89825,HD 168442,GJ 710,2MASS J18195084-0156190,1,0,0,0,0,0,0,18h19m50.84s,-01d56m19.0s,19.56,0.60,-0.57,9.660,0.010,Koen,1.370,0.010,Koen,K5V,0.110,0.090,V-K
HIP 89912,HIP 89912,HD 168874,,2MASS J18204925+2731490,1,0,0,0,0,0,0,18h20m49.23s,+27d31m48.3s,28.55,0.29,-0.28,7.000,0.020,VT,0.630,0.020,BVT-Red,G2IV,1.200,0.050,V-K
HIP 89937,HIP 89937,HD 170153,GJ 713 A,2MASS J18210342+7243582 A,1,1,0,1,0,0,0,18h21m02.34s,+72d44m01.3s,8.06,0.08,-0.08,3.560,0.020,VT,0.490,0.010,G,F7Vvar,2.140,0.110,V-K
HIP 89962,HIP 89962,HD 168723,GJ 711,2MASS J18211862-0253554,1,1,0,0,0,1,0,18h21m18.92s,-02d53m49.6s,18.54,,,3.230,0.020,VT,0.940,0.010,G,K0III-IV,19.560,0.040,V-K
HIP 90035,HIP 90035,,,2MASS J18221721+0142254,1,0,0,0,0,0,0,18h22m17.17s,+01d42m25.6s,26.82,1.41,-1.28,10.090,0.100,VT,1.260,0.020,G,K7V,0.120,0.220,V-K
HIP 90147,HIP 90147,,,2MASS J18234823-0509006,1,0,0,0,0,0,0,18h23m48.07s,-05d08m57.3s,25.78,2.24,-1.91,11.160,0.000,G,1.380,0.000,G,,0.060,0.170,V-K
HIP 90223,HIP 90223,HD 168871,,2MASS J18243314-4939104,1,0,0,0,0,0,0,18h24m33.11s,-49d39m09.0s,28.28,0.29,-0.28,6.450,0.000,G,0.590,0.000,G,G1/2V,1.870,0.030,V-K
HIP 90265,HIP 90265,HD 336187,GJ 4057,2MASS J18250478+2438044,1,0,0,0,0,0,0,18h25m04.82s,+24d38m08.4s,21.85,0.91,-0.84,10.770,0.010,Koen,1.490,0.010,Koen,K5,0.060,0.200,V-K
HIP 90306,HIP 90306,,GJ 4058,2MASS J18253194+3821136,1,0,0,0,0,0,0,18h25m31.99s,+38d21m19.2s,24.78,1.30,-1.18,11.280,0.010,G,1.440,0.020,G,M:,0.050,0.120,V-K
HIP 90355,HIP 90355,HD 169822,,2MASS J18261008+0846395,1,0,0,0,0,1,0,18h26m10.20s,+08d46m43.3s,28.89,1.20,-1.11,7.830,0.020,VT,0.700,0.010,G,G7V,0.590,0.110,V-K
HIP 90368,HIP 90368,,,2MASS J18262286+4648140,1,0,0,0,0,0,0,18h26m22.88s,+46d48m13.8s,19.61,4.90,-3.27,9.310,0.040,VT,0.610,0.040,BVT-Red,F8,0.060,0.530,V-K
HIP 90376,HIP 90376,,GJ 4061,2MASS J18262878+7925233,1,0,0,0,0,0,0,18h26m28.73s,+79d25m20.6s,25.04,0.51,-0.49,9.320,0.040,VT,1.110,0.040,BVT-Red,K5,0.190,0.100,V-K
HIP 90466,HIP 90466,,,2MASS J18273573-5103368,1,0,0,0,0,0,0,18h27m35.87s,-51d03m38.2s,27.65,1.46,-1.32,9.840,0.000,G,1.170,0.000,G,K7,0.150,0.110,V-K
HIP 90496,HIP 90496,HD 169916,GJ 713.1,2MASS J18275824-2525175,1,1,0,0,0,0,0,18h27m58.27s,-25d25m16.5s,23.97,,,2.810,0.020,VT-G,1.060,0.020,BVT-G-Red,K1IIIB,52.220,0.060,V-K
HIP 90611,HIP 90611,HD 170209,GJ 2137,2MASS J18292229-2758188,1,0,0,0,0,0,0,18h29m22.35s,-27d58m15.1s,29.50,1.55,-1.40,9.390,0.050,VT,1.210,0.010,G,K(2)V,0.260,0.180,B-V
HIP 90626,HIP 90626,HD 170510,,2MASS J18293191+0903434,1,0,0,0,0,0,0,18h29m31.80s,+09d03m42.9s,27.62,0.85,-0.80,8.650,0.010,G,0.980,0.020,G,K2,0.300,0.080,V-K
HIP 90656,HIP 90656,HD 170493,GJ 715,2MASS J18295239-0149050,1,0,0,0,0,0,0,18h29m52.31s,-01d49m03.5s,18.62,0.38,-0.37,8.000,0.010,Koen,1.110,0.010,Koen,K4V,0.270,0.050,V-K
HIP 90790,HIP 90790,HD 170657,GJ 716,2MASS J18311897-1854314,1,0,0,0,0,0,0,18h31m19.05s,-18d54m30.0s,13.25,0.13,-0.13,6.810,0.000,G,0.860,0.010,G,K1V,0.350,0.030,V-K
HIP 90864,HIP 90864,HD 171067,GJ 1229,2MASS J18321046+1344113,1,0,0,0,0,0,0,18h32m10.40s,+13d44m10.6s,25.98,0.53,-0.51,7.200,0.020,VT,0.700,0.020,BVT-Red,G8V,0.830,0.060,V-K
HIP 90945,HIP 90945,HD 170573,,2MASS J18330509-5415474,1,0,0,0,0,0,0,18h33m05.20s,-54d15m46.2s,18.44,0.38,-0.36,8.500,0.000,G,1.120,0.000,G,K4V(P),0.180,0.050,V-K
HIP 90959,HIP 90959,HD 171314,GJ 718,2MASS J18331775+2218515,1,0,0,0,0,0,0,18h33m17.87s,+22d18m55.4s,22.97,0.71,-0.67,8.870,0.010,Koen,1.150,0.010,Koen,K4V,0.200,0.080,V-K
BD-11 4672,HIP 90979,,GJ 717,2MASS J18332885-1138097,1,0,0,0,0,0,2,18h33m29.00s,-11d38m07.7s,27.29,1.44,-1.30,10.030,0.010,G,1.260,0.010,G,K7V,0.130,0.110,V-K
HIP 91009,HIP 91009,HD 234677,GJ 719,2MASS J18335574+5143094,1,0,0,0,0,0,0,18h33m55.60s,+51d43m11.7s,16.35,0.17,-0.16,8.200,0.010,G,1.270,0.010,G,K7Vvar,0.280,0.040,V-K
HIP 91128,HIP 91128,,GJ 720 A,2MASS J18351833+4544379,1,0,0,0,0,0,0,18h35m18.01s,+45d44m35.4s,15.55,0.16,-0.15,9.840,0.010,G,1.420,0.010,G,M2,0.070,0.050,V-K
HIP 91154,HIP 91154,HD 170915,,2MASS J18354984-6113372,1,0,0,0,0,0,0,18h35m49.87s,-61d13m33.1s,21.41,0.66,-0.62,9.340,0.000,G,1.150,0.000,G,K3V,0.130,0.070,V-K
HIP 91262,HIP 91262,HD 172167,GJ 721,2MASS J18365633+3847012,1,1,1,0,1,0,0,18h36m56.19s,+38d46m58.8s,7.68,,,0.030,0.000,G,0.000,0.010,G,A0Vvar,61.000,0.050,V-K
HIP 91326,HIP 91326,,,2MASS J18373859+3441259,1,0,0,0,0,0,0,18h37m38.79s,+34d41m26.9s,28.89,1.52,-1.38,10.780,0.010,G,1.360,0.020,G,K7,0.080,0.120,V-K
HIP 91364,HIP 91364,HD 172393,GJ 722.1,2MASS J18380193+4239546,1,0,0,0,0,0,0,18h38m01.74s,+42d39m54.2s,28.08,0.57,-0.55,8.330,0.020,VT,0.820,0.000,G,G5,0.380,0.070,V-K
HIP 91430 A,HIP 91430 A,,GJ 2138,2MASS J18384474-1429249 A,1,0,0,0,0,0,0,18h38m44.68s,-14d29m21.0s,12.89,0.54,-0.50,11.220,0.010,Koen,1.560,0.010,Koen,M1V:,0.020,0.130,V-K
HIP 91438,HIP 91438,HD 172051,GJ 722,2MASS J18385342-2103065,1,0,1,0,0,1,0,18h38m53.45s,-21d03m05.4s,13.08,0.13,-0.13,5.860,0.020,VT,0.670,0.000,G,G5V,0.710,0.100,B-V
HIP 91489,HIP 91489,,,2MASS J18393213+3009552,1,0,0,0,0,0,0,18h39m32.17s,+30d09m56.3s,26.35,1.10,-1.01,10.910,0.190,VT,1.230,0.190,BVT-G-Red,,0.070,0.340,V-K
HIP 91605 A,HIP 91605 A,,,2MASS J18405487+3132004,1,0,0,0,0,0,0,18h40m54.82s,+31d32m06.4s,23.54,0.73,-0.69,8.540,0.010,G,0.870,0.020,G,K3V,0.240,0.070,V-K
HIP 91608,HIP 91608,,GJ 724,2MASS J18405732-1322455,1,0,0,0,0,0,0,18h40m57.36s,-13d22m40.7s,16.35,0.51,-0.48,10.630,0.010,Koen,1.490,0.010,Koen,M,0.050,0.130,V-K
HIP 91699,HIP 91699,,GJ 4070,2MASS J18415908+3149498,1,0,0,0,0,0,0,18h41m59.24s,+31d49m49.7s,11.45,0.35,-0.33,11.270,0.010,G,1.580,0.020,G,M4,0.020,0.120,V-K
HIP 91768,HIP 91768,HD 173739,GJ 725 A,2MASS J18424666+5937499,1,0,0,0,0,0,0,18h42m48.22s,+59d37m33.7s,3.52,,,8.940,0.010,G,1.500,0.010,G,M3.0V,0.010,0.100,B-V
HIP 91772,HIP 91772,HD 173740,GJ 725 B,2MASS J18424688+5937374,1,0,0,0,0,0,0,18h42m48.51s,+59d37m20.5s,3.52,,,9.700,0.000,G,1.560,0.010,G,M3.5V,0.010,0.100,B-V
HIP 91949,HIP 91949,HD 173701,GJ 725.1,2MASS J18443514+4349599,1,0,0,0,0,0,0,18h44m35.20s,+43d49m59.8s,26.69,0.27,-0.26,7.540,0.000,G,0.840,0.000,G,K0,0.680,0.040,V-K
HIP 92024,HIP 92024,HD 172555,,2MASS J18452691-6452165,1,0,0,0,0,0,0,18h45m26.86s,-64d52m15.2s,28.55,0.29,-0.28,4.780,0.000,G,0.200,0.010,G,A5IV/V,8.180,0.100,B-V
HIP 92043,HIP 92043,HD 173667,GJ 725.2,2MASS J18453972+2032466,1,1,0,0,1,1,0,18h45m39.73s,+20d32m49.6s,19.21,,,4.190,0.020,VT,0.470,0.020,BVT-Blue,F6V,6.720,0.100,V-K
HIP 92059,HIP 92059,,,2MASS J18454813-3420036,1,0,0,0,0,0,0,18h45m48.13s,-34d20m03.7s,18.02,5.69,-3.49,11.980,0.080,SIMBAD,0.620,0.100,SIMBAD,Fp,0.010,0.700,V-K
HIP 92161,HIP 92161,HD 173880,,2MASS J18470124+1810531,1,1,0,0,0,0,0,18h47m01.22s,+18d10m52.4s,28.89,0.29,-0.29,4.340,0.020,VT,0.130,0.020,BVT-Blue,A5III,13.580,0.070,V-K
HIP 92200,HIP 92200,HD 173818,GJ 726,2MASS J18472725-0338232,1,0,0,0,0,0,0,18h47m27.33s,-03d38m21.0s,14.28,0.29,-0.28,8.770,0.010,Koen,1.310,0.010,Koen,K5V,0.110,0.060,V-K
HIP 92250 A,HIP 92250 A,HD 173872,,2MASS J18480149-1008463 A,1,0,0,0,0,0,0,18h48m01.45s,-10d08m44.7s,27.79,0.86,-0.81,8.450,0.010,G,0.890,0.020,G,K1V,0.370,0.090,V-K
